,longitude_tVar,median_house_value_tVar,values
1210,142,595,0.3333333333333333
1211,142,1454,1.0
1212,143,159,0.5
1213,143,385,1.0
1214,143,761,0.5
1215,143,1238,1.0
1216,143,1246,0.5
1217,144,10,0.5
1218,144,40,0.09090909090909091
1219,144,41,0.008
1220,144,160,0.3333333333333333
1221,144,280,0.5
1222,144,300,0.5
1223,144,635,0.5
1224,144,786,0.5
1225,144,993,1.0
1226,144,1164,1.0
1227,145,95,0.5
1228,145,161,0.25
1229,145,523,0.2
1230,145,524,1.0
1231,145,594,0.07692307692307693
1232,145,819,0.5
1233,145,915,0.09090909090909091
1234,145,961,0.5
1235,145,1104,0.3333333333333333
1236,145,1557,0.5
1237,145,1692,1.0
1238,146,145,0.3333333333333333
1239,146,163,1.0
1240,146,171,0.5
1241,146,299,1.0
1242,146,654,0.3333333333333333
1243,146,898,0.5
1244,146,956,0.5
1245,146,979,0.5
1246,146,1534,0.5
1247,147,164,0.5
1248,147,202,0.25
1249,147,281,1.0
1250,147,465,0.5
1251,147,518,1.0
1252,147,551,0.2
1253,147,599,1.0
1254,147,713,0.5
1255,147,1129,0.3333333333333333
1256,147,1246,0.5
1257,147,1281,1.0
1258,147,1303,0.5
1259,147,1748,1.0
1260,148,165,1.0
1261,148,379,0.3333333333333333
1262,148,595,0.3333333333333333
1263,148,1731,1.0
1264,149,41,0.008
1265,149,133,0.5
1266,149,166,1.0
1267,149,249,0.125
1268,149,339,0.5
1269,149,402,1.0
1270,149,663,0.5
1271,149,817,1.0
1272,149,966,0.5
1273,149,1062,0.16666666666666666
1274,149,1094,1.0
1275,149,1296,1.0
1276,149,1375,1.0
1277,149,1713,1.0
1278,150,168,0.5
1279,150,495,1.0
1280,151,25,0.2857142857142857
1281,151,96,0.2
1282,151,208,1.0
1283,151,304,0.125
1284,151,453,0.3333333333333333
1285,151,937,0.5
1286,151,1042,1.0
1287,151,1050,0.5
1288,151,1120,0.25
1289,151,1121,1.0
1290,151,1144,0.5
1291,151,1354,1.0
1292,152,169,0.3333333333333333
1293,152,275,1.0
1294,152,536,1.0
1295,152,625,1.0
1296,152,980,1.0
1297,152,1092,1.0
1298,152,1260,0.25
1299,152,1395,1.0
1300,152,1676,1.0
1301,152,1771,1.0
1302,153,171,0.5
1303,153,1717,0.5
1304,154,173,0.5
1305,154,340,0.047619047619047616
1306,154,487,0.3333333333333333
1307,155,41,0.008
1308,155,174,0.2
1309,155,634,1.0
1310,155,1064,1.0
1311,155,1103,1.0
1312,155,1609,0.5
1313,155,1669,1.0
1314,156,175,0.3333333333333333
1315,157,177,0.5
1316,158,178,0.5
1317,159,27,0.14285714285714285
1318,159,52,0.15384615384615385
1319,159,179,0.25
1320,159,200,0.5
1321,159,265,0.5
1322,159,278,0.5
1323,159,559,0.5
1324,159,602,1.0
1325,159,604,0.5
1326,159,621,0.25
1327,159,666,1.0
1328,159,832,0.5
1329,159,835,0.14285714285714285
1330,159,1190,1.0
1331,159,1220,0.5
1332,159,1294,0.5
1333,159,1405,1.0
1334,159,1558,1.0
1335,159,1665,0.3333333333333333
1336,160,39,0.3333333333333333
1337,160,71,0.25
1338,160,180,0.3333333333333333
1339,160,433,0.3333333333333333
1340,160,535,0.09090909090909091
1341,160,665,0.5
1342,160,746,0.25
1343,160,1034,0.3333333333333333
1344,160,1663,1.0
1345,161,181,0.3333333333333333
1346,161,528,0.25
1347,161,890,1.0
1348,162,41,0.008
1349,162,182,1.0
1350,162,633,0.5
1351,162,705,1.0
1352,162,1257,0.5
1353,162,1260,0.25
1354,163,16,0.043478260869565216
1355,163,40,0.09090909090909091
1356,163,93,0.125
1357,163,183,1.0
1358,163,192,1.0
1359,163,199,0.16666666666666666
1360,163,340,0.047619047619047616
1361,163,351,1.0
1362,163,561,0.5
1363,163,660,0.5
1364,163,723,1.0
1365,163,999,1.0
1366,163,1090,1.0
1367,163,1125,1.0
1368,163,1288,1.0
1369,163,1566,1.0
1370,164,184,1.0
1371,164,1678,1.0
1372,165,118,0.5
1373,165,185,0.5
1374,165,340,0.047619047619047616
1375,165,439,0.5
1376,165,464,0.5
1377,165,1216,0.5
1378,165,1652,1.0
1379,165,1665,0.3333333333333333
1380,166,54,0.5
1381,166,187,0.3333333333333333
1382,166,362,0.25
1383,166,469,0.5
1384,166,641,0.5
1385,166,742,0.25
1386,166,871,1.0
1387,166,889,0.5
1388,166,989,1.0
1389,166,1312,1.0
1390,167,73,0.3333333333333333
1391,167,188,1.0
1392,167,193,0.058823529411764705
1393,167,631,1.0
1394,167,887,1.0
1395,167,926,0.5
1396,167,1274,1.0
1397,167,1397,0.5
1398,167,1577,1.0
1399,167,1594,1.0
1400,168,175,0.3333333333333333
1401,168,189,1.0
1402,168,197,0.2
1403,168,482,0.5
1404,168,582,0.25
1405,168,595,0.3333333333333333
1406,168,619,0.5
1407,168,1066,0.2
1408,168,1129,0.3333333333333333
1409,169,77,0.3333333333333333
1410,169,137,0.2
1411,169,190,1.0
1412,169,529,0.5
1413,169,640,0.25
1414,169,673,0.3333333333333333
1415,169,828,0.25
1416,169,1159,1.0
1417,169,1255,1.0
1418,169,1302,1.0
1419,169,1468,1.0
1420,169,1554,1.0
1421,169,1684,1.0
1422,170,193,0.058823529411764705
1423,170,463,0.5
1424,170,567,0.5
1425,170,713,0.5
1426,170,1024,0.5
1427,170,1509,1.0
1428,170,1674,1.0
1429,170,1697,1.0
1430,171,194,1.0
1431,171,340,0.047619047619047616
1432,171,598,0.5
1433,172,199,0.16666666666666666
1434,172,340,0.047619047619047616
1435,172,905,0.5
1436,172,1014,1.0
1437,172,1516,0.5
1438,173,41,0.008
1439,173,93,0.125
1440,173,96,0.2
1441,173,164,0.5
1442,173,195,0.2
1443,173,276,0.2
1444,173,330,0.3333333333333333
1445,173,346,0.3333333333333333
1446,173,421,1.0
1447,173,440,0.3333333333333333
1448,173,500,1.0
1449,173,538,0.5
1450,173,592,0.5
1451,173,626,0.3333333333333333
1452,173,835,0.14285714285714285
1453,173,849,1.0
1454,173,1104,0.3333333333333333
1455,173,1152,0.5
1456,173,1157,1.0
1457,173,1251,1.0
1458,173,1502,1.0
1459,173,1513,1.0
1460,174,41,0.016
1461,174,48,0.16666666666666666
1462,174,200,0.5
1463,174,742,0.25
1464,174,1336,1.0
1465,175,57,0.3333333333333333
1466,175,203,0.5
1467,176,5,0.3333333333333333
1468,176,284,0.3333333333333333
1469,176,344,1.0
1470,176,407,0.25
1471,176,454,1.0
1472,176,1155,0.5
1473,176,1453,1.0
1474,177,25,0.14285714285714285
1475,177,1071,1.0
1476,177,1555,1.0
1477,178,209,1.0
1478,178,255,0.5
1479,179,210,0.5
1480,179,339,0.5
1481,179,1307,0.3333333333333333
1482,180,16,0.043478260869565216
1483,180,211,0.5
1484,180,212,0.07692307692307693
1485,180,283,0.3333333333333333
1486,180,424,0.3333333333333333
1487,180,468,0.3333333333333333
1488,180,609,1.0
1489,180,935,0.25
1490,180,1173,1.0
1491,180,1183,1.0
1492,180,1527,1.0
1493,181,212,0.07692307692307693
1494,182,213,0.5
1495,183,214,0.5
1496,184,216,0.5
1497,185,33,0.5
1498,185,41,0.024
1499,185,179,0.25
1500,185,217,1.0
1501,185,376,0.5
1502,185,650,0.5
1503,185,1174,1.0
1504,185,1303,0.5
1505,185,1580,1.0
1506,186,115,0.2
1507,186,1707,1.0
1508,187,220,0.3333333333333333
1509,187,373,1.0
1510,187,673,0.3333333333333333
1511,187,821,0.25
1512,188,143,0.2
1513,188,222,0.25
1514,188,611,1.0
1515,188,730,1.0
1516,188,873,1.0
1517,188,1113,1.0
1518,188,1298,0.3333333333333333
1519,188,1382,1.0
1520,188,1466,0.5
1521,188,1560,1.0
1522,188,1737,1.0
1523,188,1740,1.0
1524,189,41,0.008
1525,189,223,1.0
1526,190,225,0.5
1527,191,226,1.0
1528,192,228,1.0
1529,192,427,0.5
1530,192,433,0.3333333333333333
1531,192,865,1.0
1532,192,1237,1.0
1533,193,41,0.032
1534,193,222,0.25
1535,193,230,1.0
1536,193,511,0.2
1537,193,757,1.0
1538,193,786,0.5
1539,193,838,0.5
1540,193,1129,0.3333333333333333
1541,193,1195,0.5
1542,193,1435,1.0
1543,193,1495,1.0
1544,194,231,1.0
1545,194,517,1.0
1546,194,558,0.25
1547,194,733,1.0
1548,194,812,0.5
1549,194,915,0.09090909090909091
1550,194,921,0.3333333333333333
1551,194,996,1.0
1552,194,1224,1.0
1553,194,1654,1.0
1554,195,232,0.25
1555,196,212,0.07692307692307693
1556,196,233,1.0
1557,196,920,0.3333333333333333
1558,196,998,0.2
1559,196,1005,0.5
1560,196,1134,1.0
1561,196,1248,1.0
1562,196,1313,0.5
1563,196,1584,1.0
1564,197,234,1.0
1565,198,235,1.0
1566,199,236,1.0
1567,199,310,0.5
1568,199,364,0.25
1569,199,501,0.2
1570,199,594,0.07692307692307693
1571,199,596,0.5
1572,200,121,0.2
1573,201,240,0.5
1574,201,250,0.3333333333333333
1575,201,687,0.5
1576,201,1128,1.0
1577,201,1235,1.0
1578,201,1597,1.0
1579,202,41,0.008
1580,202,134,0.1111111111111111
1581,202,243,0.5
1582,202,245,1.0
1583,202,350,0.5
1584,202,528,0.25
1585,202,533,0.5
1586,202,702,0.5
1587,202,811,1.0
1588,202,830,1.0
1589,202,1208,0.5
1590,202,1270,0.5
1591,202,1272,0.5
1592,202,1380,1.0
1593,202,1434,0.5
1594,202,1531,1.0
1595,203,248,0.3333333333333333
1596,203,921,0.3333333333333333
1597,203,1099,0.3333333333333333
1598,204,41,0.016
1599,204,100,0.3333333333333333
1600,204,318,1.0
1601,204,535,0.09090909090909091
1602,204,839,0.5
1603,204,915,0.09090909090909091
1604,204,1158,0.5
1605,204,1489,1.0
1606,204,1714,1.0
1607,204,1747,1.0
1608,205,250,0.3333333333333333
1609,206,251,0.5
1610,206,462,0.3333333333333333
1611,206,476,0.25
1612,207,140,0.5
1613,207,252,0.3333333333333333
1614,208,41,0.008
1615,208,73,0.3333333333333333
1616,208,167,0.3333333333333333
1617,208,239,0.3333333333333333
1618,208,247,0.5
1619,208,252,0.3333333333333333
1620,208,253,0.5
1621,208,256,0.5
1622,208,347,0.5
1623,208,771,0.5
1624,208,927,0.5
1625,208,1123,1.0
1626,208,1192,0.5
1627,208,1256,1.0
1628,208,1411,1.0
1629,208,1481,1.0
1630,208,1515,1.0
1631,209,255,0.5
1632,210,257,1.0
1633,211,258,1.0
1634,211,981,0.5
1635,211,990,1.0
1636,211,1542,0.5
1637,211,1694,1.0
1638,212,60,0.5
1639,212,259,1.0
1640,212,298,1.0
1641,212,440,0.3333333333333333
1642,212,1161,0.5
1643,212,1249,1.0
1644,212,1333,1.0
1645,212,1642,1.0
1646,213,129,0.5
1647,213,260,0.5
1648,213,320,0.5
1649,213,362,0.25
1650,213,372,1.0
1651,213,456,1.0
1652,214,261,1.0
1653,214,271,0.25
1654,214,528,0.25
1655,214,708,0.25
1656,214,987,1.0
1657,214,1012,0.5
1658,214,1360,1.0
1659,214,1633,1.0
1660,214,1726,1.0
1661,215,146,0.3333333333333333
1662,215,264,1.0
1663,215,347,0.5
1664,215,659,1.0
1665,215,1290,1.0
1666,216,85,0.25
1667,216,122,0.3333333333333333
1668,216,513,0.25
1669,216,690,0.5
1670,216,843,1.0
1671,216,1038,1.0
1672,216,1496,0.3333333333333333
1673,216,1650,1.0
1674,217,265,0.5
1675,217,892,1.0
1676,217,1327,1.0
1677,218,266,1.0
1678,218,316,0.25
1679,218,728,1.0
1680,219,41,0.008
1681,219,225,0.5
1682,219,312,0.5
1683,219,474,1.0
1684,219,531,0.5
1685,219,741,1.0
1686,219,772,0.5
1687,219,835,0.14285714285714285
1688,219,974,0.3333333333333333
1689,219,1114,1.0
1690,219,1216,0.5
1691,219,1565,1.0
1692,220,92,0.25
1693,220,970,0.3333333333333333
1694,220,1234,0.5
1695,220,1448,1.0
1696,221,269,1.0
1697,222,273,1.0
1698,223,78,0.3333333333333333
1699,223,1258,0.5
1700,224,277,0.5
1701,224,606,1.0
1702,224,866,0.3333333333333333
1703,224,1150,1.0
1704,224,1185,0.3333333333333333
1705,224,1708,1.0
1706,225,154,0.5
1707,225,279,0.5
1708,225,570,0.16666666666666666
1709,225,582,0.25
1710,225,1472,0.5
1711,226,282,0.5
1712,226,302,0.5
1713,226,1040,1.0
1714,227,41,0.016
1715,227,92,0.25
1716,227,203,0.5
1717,227,285,1.0
1718,227,329,1.0
1719,227,345,1.0
1720,227,387,1.0
1721,227,508,1.0
1722,227,597,0.5
1723,227,642,0.5
1724,227,701,1.0
1725,227,789,1.0
1726,227,1260,0.25
1727,227,1325,1.0
1728,227,1625,1.0
1729,227,1648,1.0
1730,228,144,0.3333333333333333
1731,228,286,0.3333333333333333
1732,228,328,0.5
1733,228,621,0.25
1734,228,715,1.0
1735,229,288,1.0
1736,229,509,0.3333333333333333
1737,229,669,0.5
1738,229,1702,1.0
1739,230,290,0.3333333333333333
1740,230,549,0.3333333333333333
1741,230,904,0.5
1742,230,1588,1.0
1743,230,1760,1.0
1744,231,41,0.008
1745,231,292,1.0
1746,231,554,0.3333333333333333
1747,231,696,1.0
1748,231,745,1.0
1749,231,855,1.0
1750,231,1205,1.0
1751,231,1242,1.0
1752,232,41,0.008
1753,232,78,0.3333333333333333
1754,232,314,0.3333333333333333
1755,232,640,0.25
1756,232,746,0.25
1757,232,806,1.0
1758,232,1426,1.0
1759,232,1629,1.0
1760,233,36,0.3333333333333333
1761,233,305,0.5
1762,233,594,0.07692307692307693
1763,233,732,0.5
1764,233,950,1.0
1765,233,1267,1.0
1766,233,1703,1.0
1767,234,151,0.3333333333333333
1768,234,249,0.125
1769,234,760,0.5
1770,234,1399,0.5
1771,235,41,0.016
1772,235,44,0.25
1773,235,52,0.07692307692307693
1774,235,160,0.3333333333333333
1775,235,260,0.5
1776,235,375,0.5
1777,235,487,0.3333333333333333
1778,235,497,0.2
1779,235,562,1.0
1780,235,597,0.5
1781,235,777,1.0
1782,235,971,0.5
1783,235,979,0.5
1784,235,992,0.5
1785,235,1043,1.0
1786,235,1102,1.0
1787,235,1162,0.5
1788,235,1163,1.0
1789,235,1730,1.0
1790,235,1757,1.0
1791,236,150,0.2
1792,237,82,0.5
1793,237,301,0.5
1794,237,1275,0.3333333333333333
1795,237,1374,1.0
1796,238,303,0.5
1797,238,851,1.0
1798,238,883,1.0
1799,238,1197,0.3333333333333333
1800,238,1389,1.0
1801,239,52,0.07692307692307693
1802,239,91,0.5
1803,239,93,0.125
1804,239,126,0.3333333333333333
1805,239,137,0.2
1806,239,193,0.058823529411764705
1807,239,212,0.07692307692307693
1808,239,216,0.5
1809,239,221,0.5
1810,239,306,1.0
1811,239,400,0.3333333333333333
1812,239,898,0.5
1813,239,998,0.2
1814,239,1169,1.0
1815,239,1490,1.0
1816,239,1523,1.0
1817,239,1598,1.0
1818,239,1778,1.0
1819,240,212,0.07692307692307693
1820,240,311,1.0
1821,240,784,1.0
1822,240,836,1.0
1823,240,1037,0.5
1824,240,1423,1.0
1825,241,79,0.3333333333333333
1826,241,90,0.14285714285714285
1827,241,1685,1.0
1828,242,315,0.5
1829,242,328,0.5
1830,242,443,0.5
1831,242,822,0.5
1832,242,1058,1.0
1833,242,1063,1.0
1834,242,1197,0.3333333333333333
1835,242,1399,0.5
1836,243,316,0.25
1837,243,480,0.5
1838,243,1066,0.2
1839,243,1320,1.0
1840,243,1424,1.0
1841,244,139,0.08333333333333333
1842,244,389,0.3333333333333333
1843,244,512,1.0
1844,244,549,0.3333333333333333
1845,245,85,0.25
1846,245,320,0.5
1847,245,1031,0.5
1848,246,323,1.0
1849,246,361,1.0
1850,246,576,1.0
1851,246,742,0.25
1852,246,1122,0.5
1853,247,193,0.058823529411764705
1854,247,392,0.5
1855,247,401,1.0
1856,247,1529,0.5
1857,248,325,0.25
1858,248,808,0.5
1859,248,926,0.5
1860,249,16,0.043478260869565216
1861,249,68,0.3333333333333333
1862,249,77,0.3333333333333333
1863,249,418,1.0
1864,249,505,1.0
1865,249,580,1.0
1866,249,612,1.0
1867,249,658,1.0
1868,249,866,0.3333333333333333
1869,249,902,0.25
1870,249,1473,0.5
1871,249,1500,1.0
1872,249,1607,1.0
1873,250,333,1.0
1874,251,222,0.25
1875,251,334,1.0
1876,251,1649,1.0
1877,251,1724,1.0
1878,252,41,0.008
1879,252,48,0.16666666666666666
1880,252,335,1.0
1881,252,363,0.5
1882,252,522,1.0
1883,252,558,0.25
1884,252,724,1.0
1885,252,812,0.5
1886,252,854,1.0
1887,252,911,1.0
1888,252,1039,0.5
1889,252,1201,0.3333333333333333
1890,252,1305,1.0
1891,252,1339,1.0
1892,252,1407,1.0
1893,252,1449,1.0
1894,252,1479,1.0
1895,253,337,1.0
1896,253,647,1.0
1897,254,340,0.047619047619047616
1898,255,27,0.07142857142857142
1899,255,41,0.016
1900,255,193,0.058823529411764705
1901,255,346,0.3333333333333333
1902,255,574,1.0
1903,255,672,1.0
1904,255,731,0.5
1905,255,787,1.0
1906,255,835,0.14285714285714285
1907,255,907,0.5
1908,255,944,1.0
1909,255,1082,1.0
1910,255,1349,1.0
1911,255,1422,1.0
1912,255,1612,0.5
1913,255,1725,1.0
1914,255,1728,1.0
1915,256,8,0.5
1916,256,9,0.25
1917,256,16,0.043478260869565216
1918,256,108,0.25
1919,256,250,0.3333333333333333
1920,256,331,0.3333333333333333
1921,256,348,0.5
1922,256,447,0.3333333333333333
1923,256,497,0.2
1924,256,535,0.09090909090909091
1925,256,550,1.0
1926,256,570,0.16666666666666666
1927,256,819,0.5
1928,256,885,0.3333333333333333
1929,256,935,0.25
1930,256,1564,0.5
1931,256,1618,1.0
1932,256,1679,1.0
1933,257,205,0.25
1934,257,353,1.0
1935,257,515,0.3333333333333333
1936,257,554,0.3333333333333333
1937,257,601,1.0
1938,257,624,1.0
1939,257,1117,0.5
1940,257,1706,1.0
1941,258,358,1.0
1942,258,1307,0.3333333333333333
1943,259,360,1.0
1944,259,551,0.2
1945,259,1763,1.0
1946,260,143,0.2
1947,260,158,0.5
1948,260,195,0.2
1949,261,363,0.5
1950,262,364,0.25
1951,262,426,0.5
1952,262,1059,1.0
1953,262,1307,0.3333333333333333
1954,262,1541,1.0
1955,263,41,0.016
1956,263,52,0.07692307692307693
1957,263,127,0.25
1958,263,282,0.5
1959,263,380,1.0
1960,263,420,1.0
1961,263,671,0.3333333333333333
1962,263,675,1.0
1963,263,716,1.0
1964,263,804,0.3333333333333333
1965,263,1015,0.3333333333333333
1966,263,1052,0.5
1967,263,1357,1.0
1968,264,365,1.0
1969,264,1106,1.0
1970,265,366,0.5
1971,266,367,1.0
1972,266,1532,0.5
1973,267,27,0.07142857142857142
1974,267,40,0.09090909090909091
1975,267,41,0.008
1976,267,369,1.0
1977,267,654,0.3333333333333333
1978,267,917,1.0
1979,267,938,1.0
1980,267,1089,1.0
1981,267,1351,0.5
1982,267,1425,1.0
1983,267,1436,0.5
1984,267,1461,1.0
1985,268,22,0.3333333333333333
1986,268,371,0.5
1987,269,374,1.0
1988,269,400,0.3333333333333333
1989,270,388,1.0
1990,270,557,1.0
1991,270,1260,0.25
1992,270,1457,1.0
1993,270,1620,1.0
1994,270,1622,1.0
1995,270,1645,1.0
1996,270,1653,1.0
1997,271,41,0.032
1998,271,438,0.3333333333333333
1999,271,560,0.5
2000,271,642,0.5
2001,271,857,0.5
2002,271,916,1.0
2003,271,1404,1.0
2004,271,1433,1.0
2005,271,1473,0.5
2006,272,153,0.3333333333333333
2007,273,109,0.3333333333333333
2008,273,391,1.0
2009,273,428,1.0
2010,273,793,1.0
2011,273,959,1.0
2012,273,1441,0.5
2013,273,1719,1.0
2014,274,392,0.5
2015,275,11,0.5
2016,275,41,0.008
2017,275,66,0.5
2018,275,409,0.5
2019,275,450,1.0
2020,275,928,1.0
2021,275,991,0.25
2022,275,1197,0.3333333333333333
2023,275,1772,1.0
2024,276,395,1.0
2025,276,915,0.09090909090909091
2026,276,1222,0.3333333333333333
2027,277,41,0.008
2028,277,72,0.5
2029,277,85,0.25
2030,277,304,0.125
2031,277,778,0.3333333333333333
2032,277,1211,0.3333333333333333
2033,277,1350,0.2
2034,277,1368,1.0
2035,277,1410,1.0
2036,277,1559,1.0
2037,277,1578,1.0
2038,277,1586,1.0
2039,278,397,1.0
2040,279,41,0.016
2041,279,403,1.0
2042,279,538,0.5
2043,279,561,0.5
2044,279,698,1.0
2045,279,876,1.0
2046,279,1098,1.0
2047,279,1231,1.0
2048,279,1700,1.0
2049,280,214,0.5
2050,281,376,0.5
2051,281,400,0.3333333333333333
2052,281,452,1.0
2053,281,463,0.5
2054,281,617,0.3333333333333333
2055,281,1209,0.5
2056,281,1736,1.0
2057,282,404,0.5
2058,282,412,0.3333333333333333
2059,282,823,1.0
2060,282,1062,0.16666666666666666
2061,282,1192,0.5
2062,282,1623,1.0
2063,283,274,0.5
2064,283,1595,0.5
2065,284,405,1.0
2066,284,791,1.0
2067,284,805,0.5
2068,284,918,1.0
2069,284,1779,1.0
2070,285,112,0.5
2071,285,408,1.0
2072,286,317,0.3333333333333333
2073,286,411,0.5
2074,286,412,0.3333333333333333
2075,286,478,1.0
2076,287,41,0.008
2077,287,472,1.0
2078,287,568,1.0
2079,287,707,1.0
2080,287,939,1.0
2081,287,1187,0.5
2082,287,1391,1.0
2083,288,146,0.3333333333333333
2084,288,416,1.0
2085,288,529,0.5
2086,288,909,0.5
2087,288,914,0.4
2088,288,1004,1.0
2089,288,1025,1.0
2090,288,1165,1.0
2091,288,1186,1.0
2092,288,1517,1.0
2093,289,423,0.16666666666666666
2094,289,965,0.5
2095,289,1061,0.5
2096,289,1245,1.0
2097,289,1331,1.0
2098,289,1661,1.0
2099,290,35,0.3333333333333333
2100,290,41,0.016
2101,290,92,0.25
2102,290,313,0.5
2103,290,556,1.0
2104,290,671,0.3333333333333333
2105,290,1379,1.0
2106,290,1547,1.0
2107,290,1601,1.0
2108,291,430,0.5
2109,292,379,0.3333333333333333
2110,292,464,0.5
2111,292,747,1.0
2112,292,1051,1.0
2113,293,248,0.3333333333333333
2114,293,431,0.3333333333333333
2115,293,641,0.5
2116,293,1079,1.0
2117,294,432,0.3333333333333333
2118,294,1146,1.0
2119,294,1345,0.5
2120,294,1777,1.0
2121,295,433,0.3333333333333333
2122,295,511,0.2
2123,295,906,1.0
2124,295,1361,1.0
2125,296,434,1.0
2126,296,614,0.5
2127,296,1259,0.5
2128,297,16,0.043478260869565216
2129,297,41,0.024
2130,297,98,0.5
2131,297,150,0.2
2132,297,423,0.16666666666666666
2133,297,435,1.0
2134,297,484,1.0
2135,297,526,0.3333333333333333
2136,297,572,1.0
2137,297,1265,1.0
2138,297,1532,0.5
2139,297,1575,1.0
2140,297,1639,1.0
2141,298,438,0.3333333333333333
2142,298,1212,0.3333333333333333
2143,299,52,0.07692307692307693
2144,299,325,0.25
2145,299,440,0.3333333333333333
2146,299,643,0.5
2147,299,673,0.3333333333333333
2148,299,841,1.0
2149,299,845,0.5
2150,299,943,1.0
2151,299,1160,1.0
2152,299,1193,1.0
2153,299,1512,1.0
2154,299,1552,1.0
2155,299,1655,1.0
2156,299,1680,1.0
2157,300,28,0.3333333333333333
2158,300,445,1.0
2159,300,1280,1.0
2160,301,244,0.5
2161,301,248,0.3333333333333333
2162,301,317,0.3333333333333333
2163,301,446,0.25
2164,301,481,1.0
2165,301,648,0.5
2166,301,1124,1.0
2167,301,1161,0.5
2168,301,1201,0.3333333333333333
2169,301,1209,0.5
2170,301,1244,1.0
2171,301,1605,0.5
2172,302,447,0.3333333333333333
2173,303,448,1.0
2174,304,41,0.008
2175,304,451,1.0
2176,304,511,0.2
2177,304,523,0.2
2178,304,680,1.0
2179,304,708,0.25
2180,304,1052,0.5
2181,304,1166,1.0
2182,304,1535,1.0
2183,305,212,0.07692307692307693
2184,305,1670,1.0
2185,306,457,1.0
2186,306,636,0.5
2187,307,459,1.0
2188,307,756,1.0
2189,308,156,0.5
2190,308,174,0.2
2191,308,224,0.3333333333333333
2192,308,419,0.5
2193,308,460,0.5
2194,308,734,1.0
2195,308,760,0.5
2196,308,796,0.3333333333333333
2197,308,1107,0.5
2198,308,1337,1.0
2199,308,1749,1.0
2200,309,41,0.008
2201,309,237,0.5
2202,309,466,0.5
2203,309,507,0.5
2204,309,537,1.0
2205,309,627,0.5
2206,309,737,1.0
2207,309,822,0.5
2208,309,1182,1.0
2209,309,1508,1.0
2210,310,39,0.3333333333333333
2211,310,477,0.3333333333333333
2212,311,90,0.14285714285714285
2213,311,479,0.5
2214,311,913,1.0
2215,311,1048,1.0
2216,312,101,0.25
2217,312,485,0.5
2218,313,139,0.08333333333333333
2219,313,488,1.0
2220,313,499,0.5
2221,313,708,0.25
2222,314,340,0.047619047619047616
2223,314,530,0.3333333333333333
2224,314,961,0.5
2225,314,1223,0.3333333333333333
2226,314,1257,0.5
2227,314,1398,1.0
2228,315,489,1.0
2229,316,492,1.0
2230,317,493,0.5
2231,317,725,0.2
2232,317,1214,1.0
2233,317,1570,1.0
2234,318,340,0.047619047619047616
2235,318,407,0.25
2236,318,494,1.0
2237,318,674,0.5
2238,318,790,1.0
2239,318,859,1.0
2240,318,1067,0.5
2241,318,1153,1.0
2242,318,1614,1.0
2243,318,1616,0.5
2244,319,496,1.0
2245,319,795,1.0
2246,319,1279,1.0
2247,320,161,0.25
2248,320,497,0.2
2249,320,527,1.0
2250,320,608,0.3333333333333333
2251,320,681,1.0
2252,320,935,0.25
2253,320,1471,0.3333333333333333
2254,320,1497,1.0
2255,321,41,0.008
2256,321,498,1.0
2257,321,763,0.5
2258,322,371,0.5
2259,322,499,0.5
2260,322,902,0.25
2261,322,1000,0.5
2262,322,1065,0.3333333333333333
2263,322,1334,1.0
2264,322,1353,0.5
2265,322,1721,1.0
2266,323,476,0.5
2267,323,501,0.2
2268,323,528,0.25
2269,323,608,0.3333333333333333
2270,323,614,0.5
2271,323,1142,1.0
2272,323,1291,0.3333333333333333
2273,323,1595,0.5
2274,323,1711,1.0
2275,324,295,0.3333333333333333
2276,324,502,1.0
2277,324,560,0.5
2278,324,586,1.0
2279,324,587,0.5
2280,324,679,0.5
2281,324,717,0.5
2282,324,768,1.0
2283,324,805,0.5
2284,324,882,1.0
2285,324,1047,0.5
2286,324,1148,1.0
2287,324,1340,0.5
2288,324,1445,1.0
2289,324,1581,1.0
2290,325,503,1.0
2291,325,1381,1.0
2292,326,100,0.3333333333333333
2293,326,608,0.3333333333333333
2294,326,1530,1.0
2295,326,1599,1.0
2296,327,506,1.0
2297,327,893,1.0
2298,327,896,0.5
2299,327,1386,1.0
2300,328,507,0.5
2301,328,1624,1.0
2302,329,341,0.5
2303,329,510,1.0
2304,329,740,1.0
2305,329,915,0.09090909090909091
2306,329,1392,1.0
2307,329,1416,0.5
2308,329,1644,0.5
2309,329,1764,1.0
2310,330,16,0.043478260869565216
2311,330,967,0.5
2312,331,52,0.07692307692307693
2313,331,514,1.0
2314,331,774,1.0
2315,331,832,0.5
2316,331,949,1.0
2317,331,1470,1.0
2318,331,1701,1.0
2319,331,1762,1.0
2320,332,516,1.0
2321,332,767,0.5
2322,333,453,0.3333333333333333
2323,333,519,1.0
2324,333,711,0.5
2325,334,520,0.5
2326,334,534,1.0
2327,334,750,0.5
2328,335,501,0.2
2329,335,753,1.0
2330,336,366,0.5
2331,337,539,1.0
2332,337,1077,0.3333333333333333
2333,338,541,1.0
2334,338,829,1.0
2335,338,963,0.5
2336,339,548,0.5
2337,340,553,1.0
2338,340,1372,1.0
2339,340,1505,1.0
2340,340,1664,0.5
2341,341,409,0.5
2342,341,555,1.0
2343,341,815,1.0
2344,341,1455,1.0
2345,341,1705,0.5
2346,342,563,1.0
2347,342,1501,0.5
