,latitude_tVar,median_house_value_tVar,values
1214,113,27,0.07142857142857142
1215,113,52,0.07692307692307693
1216,113,140,0.5
1217,113,162,0.5
1218,113,359,1.0
1219,113,450,1.0
1220,113,568,1.0
1221,113,569,1.0
1222,113,578,1.0
1223,113,922,0.5
1224,113,1034,0.3333333333333333
1225,113,1077,0.3333333333333333
1226,113,1380,1.0
1227,113,1494,1.0
1228,113,1548,1.0
1229,114,142,1.0
1230,114,147,0.3333333333333333
1231,114,193,0.058823529411764705
1232,114,507,0.5
1233,114,669,0.5
1234,115,143,0.2
1235,115,205,0.25
1236,115,505,1.0
1237,115,559,0.5
1238,115,658,1.0
1239,115,809,0.25
1240,115,895,1.0
1241,115,896,0.5
1242,115,936,1.0
1243,115,1025,1.0
1244,115,1263,0.3333333333333333
1245,116,40,0.09090909090909091
1246,116,41,0.016
1247,116,213,0.5
1248,117,144,0.3333333333333333
1249,117,158,0.5
1250,117,340,0.047619047619047616
1251,117,497,0.2
1252,117,879,0.5
1253,117,901,1.0
1254,118,145,0.3333333333333333
1255,118,551,0.2
1256,119,149,0.5
1257,119,610,1.0
1258,120,41,0.008
1259,120,93,0.125
1260,120,152,1.0
1261,120,179,0.25
1262,120,223,1.0
1263,120,295,0.3333333333333333
1264,120,322,0.3333333333333333
1265,120,424,0.3333333333333333
1266,120,440,0.3333333333333333
1267,120,746,0.25
1268,120,842,1.0
1269,120,1147,1.0
1270,120,1469,1.0
1271,120,1558,1.0
1272,120,1625,1.0
1273,120,1712,1.0
1274,120,1724,1.0
1275,121,41,0.008
1276,121,48,0.16666666666666666
1277,121,115,0.2
1278,121,139,0.08333333333333333
1279,121,153,0.3333333333333333
1280,121,273,1.0
1281,121,331,0.3333333333333333
1282,121,335,1.0
1283,121,352,1.0
1284,121,386,1.0
1285,121,389,0.3333333333333333
1286,121,552,0.5
1287,121,1016,1.0
1288,121,1023,0.5
1289,121,1028,1.0
1290,121,1034,0.3333333333333333
1291,121,1073,0.5
1292,121,1258,0.5
1293,121,1298,0.3333333333333333
1294,121,1315,1.0
1295,121,1521,1.0
1296,121,1537,1.0
1297,121,1631,1.0
1298,121,1735,1.0
1299,122,154,0.5
1300,122,1236,1.0
1301,122,1573,1.0
1302,123,155,1.0
1303,123,688,0.5
1304,123,708,0.25
1305,123,1734,1.0
1306,124,5,0.3333333333333333
1307,124,157,1.0
1308,124,234,1.0
1309,124,1051,1.0
1310,124,1484,1.0
1311,125,159,0.5
1312,126,160,0.3333333333333333
1313,126,205,0.25
1314,126,650,0.5
1315,126,967,0.5
1316,126,1496,0.3333333333333333
1317,126,1671,1.0
1318,126,1722,1.0
1319,127,40,0.09090909090909091
1320,127,41,0.008
1321,127,149,0.5
1322,127,162,0.5
1323,127,202,0.25
1324,127,219,1.0
1325,127,229,1.0
1326,127,442,1.0
1327,127,583,0.3333333333333333
1328,127,642,0.5
1329,127,649,1.0
1330,127,657,1.0
1331,127,839,0.5
1332,127,935,0.25
1333,127,956,0.5
1334,127,960,1.0
1335,127,997,1.0
1336,127,1261,1.0
1337,127,1515,1.0
1338,127,1651,0.5
1339,127,1706,1.0
1340,127,1777,1.0
1341,128,163,1.0
1342,128,190,1.0
1343,128,340,0.047619047619047616
1344,128,1111,1.0
1345,129,57,0.3333333333333333
1346,129,164,0.5
1347,129,623,1.0
1348,129,636,0.5
1349,129,708,0.25
1350,129,748,0.5
1351,129,1084,1.0
1352,129,1137,1.0
1353,129,1234,0.5
1354,129,1269,0.5
1355,129,1332,1.0
1356,129,1526,1.0
1357,129,1682,1.0
1358,130,166,1.0
1359,130,817,1.0
1360,130,974,0.3333333333333333
1361,131,41,0.008
1362,131,159,0.5
1363,131,168,0.5
1364,131,174,0.2
1365,131,227,1.0
1366,131,267,1.0
1367,131,290,0.3333333333333333
1368,131,372,1.0
1369,131,378,1.0
1370,131,481,1.0
1371,131,498,1.0
1372,131,513,0.25
1373,131,544,1.0
1374,131,547,1.0
1375,131,560,0.5
1376,131,595,0.3333333333333333
1377,131,759,1.0
1378,131,767,0.5
1379,131,777,1.0
1380,131,781,0.5
1381,131,941,0.5
1382,131,1102,1.0
1383,131,1150,1.0
1384,131,1230,1.0
1385,131,1263,0.3333333333333333
1386,131,1310,1.0
1387,131,1415,1.0
1388,131,1512,1.0
1389,131,1559,1.0
1390,131,1741,1.0
1391,131,1752,1.0
1392,132,41,0.008
1393,132,77,0.3333333333333333
1394,132,170,0.3333333333333333
1395,132,772,0.5
1396,132,1134,1.0
1397,132,1292,1.0
1398,132,1589,1.0
1399,133,67,0.3333333333333333
1400,133,85,0.25
1401,133,96,0.2
1402,133,226,1.0
1403,133,239,0.3333333333333333
1404,133,304,0.125
1405,133,346,0.3333333333333333
1406,133,383,1.0
1407,133,540,1.0
1408,133,666,1.0
1409,133,745,1.0
1410,133,799,0.3333333333333333
1411,133,804,0.3333333333333333
1412,133,852,1.0
1413,133,985,0.3333333333333333
1414,133,1014,1.0
1415,133,1247,1.0
1416,133,1295,1.0
1417,133,1304,1.0
1418,133,1574,1.0
1419,134,172,1.0
1420,134,212,0.07692307692307693
1421,134,384,0.5
1422,135,173,0.5
1423,135,699,1.0
1424,136,41,0.016
1425,136,174,0.2
1426,136,1663,1.0
1427,137,178,0.5
1428,138,181,0.3333333333333333
1429,139,27,0.07142857142857142
1430,139,41,0.008
1431,139,93,0.125
1432,139,183,1.0
1433,139,702,0.5
1434,139,915,0.09090909090909091
1435,140,41,0.008
1436,140,184,1.0
1437,140,259,1.0
1438,140,314,0.3333333333333333
1439,140,461,0.5
1440,140,628,0.5
1441,140,763,0.5
1442,140,893,1.0
1443,140,1002,1.0
1444,140,1206,1.0
1445,140,1345,0.5
1446,140,1376,1.0
1447,140,1454,1.0
1448,141,40,0.09090909090909091
1449,141,96,0.2
1450,141,185,0.5
1451,141,727,0.5
1452,141,1064,1.0
1453,141,1583,1.0
1454,141,1761,1.0
1455,142,187,0.3333333333333333
1456,142,215,1.0
1457,142,1189,1.0
1458,143,188,1.0
1459,144,16,0.043478260869565216
1460,144,189,1.0
1461,144,1437,1.0
1462,145,27,0.07142857142857142
1463,145,191,1.0
1464,145,1714,1.0
1465,146,121,0.2
1466,147,66,0.5
1467,147,192,1.0
1468,147,282,0.5
1469,147,1316,0.3333333333333333
1470,148,41,0.032
1471,148,685,1.0
1472,148,737,1.0
1473,148,948,1.0
1474,148,986,0.5
1475,149,27,0.14285714285714285
1476,149,40,0.09090909090909091
1477,149,52,0.07692307692307693
1478,149,193,0.058823529411764705
1479,149,204,0.5
1480,149,325,0.25
1481,149,376,0.5
1482,149,725,0.2
1483,149,851,1.0
1484,149,883,1.0
1485,149,928,1.0
1486,149,977,1.0
1487,150,56,0.3333333333333333
1488,150,194,1.0
1489,150,199,0.16666666666666666
1490,150,868,1.0
1491,151,181,0.3333333333333333
1492,151,193,0.058823529411764705
1493,151,197,0.2
1494,151,286,0.3333333333333333
1495,151,411,0.5
1496,151,603,1.0
1497,151,798,0.3333333333333333
1498,151,1105,0.5
1499,151,1661,1.0
1500,152,198,1.0
1501,152,887,1.0
1502,152,974,0.3333333333333333
1503,152,1187,0.5
1504,153,199,0.16666666666666666
1505,153,216,0.5
1506,153,446,0.25
1507,153,460,0.5
1508,153,546,0.5
1509,153,617,0.3333333333333333
1510,153,673,0.3333333333333333
1511,153,1116,1.0
1512,153,1190,1.0
1513,153,1457,1.0
1514,153,1655,1.0
1515,154,167,0.3333333333333333
1516,154,203,0.5
1517,154,1040,1.0
1518,154,1525,1.0
1519,154,1617,1.0
1520,155,85,0.25
1521,155,120,0.5
1522,155,145,0.3333333333333333
1523,155,207,0.5
1524,155,312,0.5
1525,155,354,1.0
1526,155,440,0.3333333333333333
1527,155,444,0.5
1528,155,453,0.3333333333333333
1529,155,506,1.0
1530,155,521,0.5
1531,155,525,0.5
1532,155,535,0.09090909090909091
1533,155,860,0.5
1534,155,967,0.5
1535,155,1096,0.5
1536,155,1340,0.5
1537,155,1386,1.0
1538,155,1404,1.0
1539,155,1608,1.0
1540,155,1620,1.0
1541,155,1672,1.0
1542,156,41,0.016
1543,156,187,0.3333333333333333
1544,156,208,1.0
1545,156,281,1.0
1546,156,605,1.0
1547,156,654,0.6666666666666666
1548,156,1216,0.5
1549,157,25,0.14285714285714285
1550,158,193,0.058823529411764705
1551,158,209,1.0
1552,158,769,1.0
1553,158,1000,0.5
1554,159,210,0.5
1555,160,41,0.008
1556,160,139,0.08333333333333333
1557,160,211,0.5
1558,160,462,0.3333333333333333
1559,160,525,0.5
1560,160,762,1.0
1561,160,1154,1.0
1562,160,1317,1.0
1563,160,1473,0.5
1564,161,144,0.3333333333333333
1565,161,169,0.3333333333333333
1566,161,212,0.07692307692307693
1567,161,1101,0.5
1568,162,214,0.5
1569,162,1584,1.0
1570,163,115,0.2
1571,163,722,0.5
1572,164,41,0.016
1573,164,218,1.0
1574,164,517,1.0
1575,164,694,1.0
1576,164,1358,1.0
1577,164,1543,1.0
1578,164,1601,1.0
1579,165,214,0.5
1580,165,220,0.3333333333333333
1581,165,1253,1.0
1582,165,1348,1.0
1583,165,1517,1.0
1584,166,221,0.5
1585,166,1101,0.5
1586,167,33,0.5
1587,167,225,0.5
1588,167,276,0.2
1589,167,305,0.5
1590,167,465,0.5
1591,167,629,1.0
1592,167,639,0.25
1593,167,896,0.5
1594,167,915,0.09090909090909091
1595,167,1015,0.3333333333333333
1596,167,1169,1.0
1597,167,1201,0.3333333333333333
1598,168,228,1.0
1599,168,286,0.3333333333333333
1600,168,407,0.25
1601,169,230,1.0
1602,169,256,0.5
1603,169,343,0.5
1604,169,388,1.0
1605,169,440,0.3333333333333333
1606,169,515,0.3333333333333333
1607,169,557,1.0
1608,169,716,1.0
1609,169,802,1.0
1610,169,1201,0.3333333333333333
1611,169,1205,1.0
1612,169,1296,1.0
1613,169,1438,1.0
1614,169,1482,1.0
1615,170,35,0.3333333333333333
1616,170,231,1.0
1617,170,733,1.0
1618,170,1045,1.0
1619,170,1152,0.5
1620,170,1686,1.0
1621,171,232,0.25
1622,171,324,0.25
1623,171,1487,1.0
1624,172,41,0.008
1625,172,233,1.0
1626,172,920,0.3333333333333333
1627,172,1328,1.0
1628,173,236,1.0
1629,173,340,0.047619047619047616
1630,173,427,0.5
1631,173,608,0.3333333333333333
1632,173,1293,0.5
1633,173,1350,0.2
1634,173,1654,1.0
1635,174,240,0.5
1636,174,925,0.3333333333333333
1637,174,1005,0.5
1638,174,1006,0.5
1639,174,1046,0.5
1640,174,1173,1.0
1641,175,242,1.0
1642,175,1021,1.0
1643,176,134,0.1111111111111111
1644,176,243,0.5
1645,176,271,0.25
1646,176,423,0.16666666666666666
1647,176,449,1.0
1648,176,528,0.25
1649,176,591,0.3333333333333333
1650,176,640,0.25
1651,176,908,1.0
1652,177,90,0.14285714285714285
1653,177,245,1.0
1654,177,340,0.047619047619047616
1655,177,344,1.0
1656,177,1369,1.0
1657,178,16,0.043478260869565216
1658,178,41,0.024
1659,178,88,0.5
1660,178,246,1.0
1661,178,342,1.0
1662,178,346,0.3333333333333333
1663,178,469,0.5
1664,178,535,0.09090909090909091
1665,178,554,0.3333333333333333
1666,178,589,1.0
1667,178,765,0.5
1668,178,981,0.5
1669,178,1015,0.3333333333333333
1670,178,1094,1.0
1671,178,1273,1.0
1672,178,1716,0.5
1673,179,248,0.3333333333333333
1674,180,249,0.125
1675,180,626,0.3333333333333333
1676,181,250,0.3333333333333333
1677,181,1421,1.0
1678,182,252,0.3333333333333333
1679,182,302,0.5
1680,182,1542,0.5
1681,183,169,0.3333333333333333
1682,183,212,0.07692307692307693
1683,183,1341,1.0
1684,183,1464,1.0
1685,184,41,0.016
1686,184,134,0.1111111111111111
1687,184,659,1.0
1688,184,825,1.0
1689,184,835,0.14285714285714285
1690,184,942,1.0
1691,184,1082,1.0
1692,185,258,1.0
1693,185,368,1.0
1694,185,408,1.0
1695,185,507,0.5
1696,185,537,1.0
1697,185,726,0.5
1698,185,776,0.3333333333333333
1699,185,947,0.5
1700,185,1204,1.0
1701,185,1322,0.5
1702,185,1345,0.5
1703,185,1606,1.0
1704,186,29,0.5
1705,186,41,0.032
1706,186,260,0.5
1707,186,348,0.5
1708,186,446,0.25
1709,186,620,1.0
1710,186,648,0.5
1711,186,676,0.5
1712,186,727,0.5
1713,186,736,1.0
1714,186,749,0.5
1715,186,940,1.0
1716,186,961,0.5
1717,186,966,0.5
1718,186,982,1.0
1719,186,1035,1.0
1720,186,1223,0.3333333333333333
1721,186,1269,0.5
1722,186,1366,1.0
1723,186,1579,0.5
1724,186,1586,1.0
1725,186,1710,1.0
1726,186,1713,1.0
1727,187,46,0.3333333333333333
1728,187,139,0.08333333333333333
1729,187,264,1.0
1730,187,510,1.0
1731,187,588,0.25
1732,187,749,0.5
1733,187,932,0.5
1734,187,978,1.0
1735,187,1334,1.0
1736,187,1750,1.0
1737,188,122,0.3333333333333333
1738,189,266,1.0
1739,189,752,1.0
1740,189,1674,1.0
1741,190,108,0.25
1742,190,268,1.0
1743,190,746,0.25
1744,191,269,1.0
1745,192,8,0.5
1746,192,41,0.016
1747,192,52,0.07692307692307693
1748,192,65,0.5
1749,192,108,0.25
1750,192,270,1.0
1751,192,274,0.5
1752,192,283,0.3333333333333333
1753,192,295,0.3333333333333333
1754,192,355,0.5
1755,192,497,0.2
1756,192,512,1.0
1757,192,602,1.0
1758,192,751,1.0
1759,192,797,0.3333333333333333
1760,192,1026,1.0
1761,192,1099,0.3333333333333333
1762,192,1222,0.3333333333333333
1763,192,1316,0.3333333333333333
1764,192,1335,1.0
1765,192,1342,1.0
1766,192,1550,0.5
1767,192,1630,1.0
1768,193,68,0.3333333333333333
1769,193,195,0.2
1770,193,262,0.3333333333333333
1771,193,271,0.25
1772,193,282,0.5
1773,193,283,0.3333333333333333
1774,193,293,1.0
1775,193,362,0.25
1776,193,382,1.0
1777,193,423,0.16666666666666666
1778,193,482,0.5
1779,193,497,0.2
1780,193,565,1.0
1781,193,594,0.07692307692307693
1782,193,643,0.5
1783,193,670,1.0
1784,193,692,1.0
1785,193,744,1.0
1786,193,1047,0.5
1787,193,1097,1.0
1788,193,1112,1.0
1789,193,1199,1.0
1790,193,1252,1.0
1791,193,1326,0.5
1792,193,1395,1.0
1793,193,1476,1.0
1794,193,1645,1.0
1795,194,277,0.5
1796,194,881,0.5
1797,194,1632,1.0
1798,195,28,0.3333333333333333
1799,195,279,0.5
1800,195,862,1.0
1801,196,11,0.5
1802,196,16,0.043478260869565216
1803,196,280,0.5
1804,196,318,1.0
1805,196,347,0.5
1806,196,350,0.5
1807,196,479,0.5
1808,196,621,0.25
1809,196,915,0.09090909090909091
1810,196,1565,1.0
1811,196,1728,1.0
1812,197,181,0.3333333333333333
1813,197,283,0.3333333333333333
1814,197,309,0.3333333333333333
1815,197,542,1.0
1816,197,545,1.0
1817,197,760,0.5
1818,197,821,0.25
1819,197,1004,1.0
1820,197,1085,1.0
1821,198,284,0.3333333333333333
1822,198,476,0.25
1823,198,836,1.0
1824,198,1623,1.0
1825,199,130,0.5
1826,199,286,0.3333333333333333
1827,199,1050,0.5
1828,199,1181,1.0
1829,199,1308,1.0
1830,199,1420,1.0
1831,200,287,1.0
1832,200,1062,0.16666666666666666
1833,201,290,0.3333333333333333
1834,201,803,0.5
1835,202,16,0.043478260869565216
1836,202,40,0.09090909090909091
1837,202,41,0.032
1838,202,47,0.3333333333333333
1839,202,52,0.15384615384615385
1840,202,55,0.5
1841,202,129,0.5
1842,202,193,0.058823529411764705
1843,202,212,0.07692307692307693
1844,202,247,0.5
1845,202,292,1.0
1846,202,396,0.5
1847,202,551,0.2
1848,202,594,0.07692307692307693
1849,202,743,1.0
1850,202,797,0.3333333333333333
1851,202,812,0.5
1852,202,835,0.2857142857142857
1853,202,914,0.2
1854,202,973,1.0
1855,202,998,0.2
1856,202,1003,0.3333333333333333
1857,202,1043,1.0
1858,202,1212,0.3333333333333333
1859,202,1393,1.0
1860,202,1496,0.3333333333333333
1861,202,1648,1.0
1862,202,1783,1.0
1863,203,296,0.5
1864,203,1703,1.0
1865,204,297,0.5
1866,204,333,1.0
1867,204,401,1.0
1868,204,1066,0.2
1869,204,1472,0.5
1870,205,36,0.3333333333333333
1871,206,27,0.07142857142857142
1872,206,41,0.008
1873,206,249,0.125
1874,206,398,0.3333333333333333
1875,206,452,1.0
1876,206,991,0.25
1877,206,1049,0.5
1878,206,1074,1.0
1879,206,1090,1.0
1880,206,1131,1.0
1881,206,1399,0.5
1882,206,1504,0.5
1883,206,1736,1.0
1884,206,1773,1.0
1885,207,41,0.008
1886,207,77,0.3333333333333333
1887,207,300,0.5
1888,207,330,0.3333333333333333
1889,207,1600,1.0
1890,208,150,0.2
1891,209,16,0.08695652173913043
1892,209,41,0.008
1893,209,239,0.3333333333333333
1894,209,306,1.0
1895,209,432,0.3333333333333333
1896,209,476,0.25
1897,209,477,0.3333333333333333
1898,209,632,1.0
1899,209,639,0.25
1900,209,711,0.5
1901,209,764,0.5
1902,209,798,0.3333333333333333
1903,209,845,0.5
1904,209,871,1.0
1905,209,921,0.3333333333333333
1906,209,943,1.0
1907,209,1068,1.0
1908,209,1126,1.0
1909,209,1163,1.0
1910,209,1201,0.3333333333333333
1911,209,1400,1.0
1912,209,1766,1.0
1913,210,301,0.5
1914,210,534,1.0
1915,210,860,0.5
1916,210,1180,1.0
1917,211,303,0.5
1918,211,935,0.25
1919,212,41,0.016
1920,212,456,1.0
1921,212,964,1.0
1922,212,1416,0.5
1923,213,41,0.008
1924,213,44,0.25
1925,213,71,0.25
1926,213,101,0.25
1927,213,195,0.2
1928,213,824,1.0
1929,213,1290,1.0
1930,214,307,1.0
1931,215,308,1.0
1932,215,317,0.3333333333333333
1933,215,340,0.047619047619047616
1934,215,431,0.3333333333333333
1935,215,598,0.5
1936,216,316,0.25
1937,216,509,0.3333333333333333
1938,216,971,0.5
1939,216,1139,1.0
1940,216,1185,0.3333333333333333
1941,217,320,0.5
1942,218,41,0.008
1943,218,100,0.3333333333333333
1944,218,139,0.08333333333333333
1945,218,1570,1.0
1946,219,323,1.0
1947,220,41,0.016
1948,220,707,1.0
1949,220,1283,1.0
1950,221,326,0.5
1951,221,351,1.0
1952,221,529,0.5
1953,221,660,0.5
1954,221,773,0.5
1955,221,1020,1.0
1956,221,1302,1.0
1957,221,1436,0.5
1958,221,1532,0.5
1959,222,327,1.0
1960,222,970,0.3333333333333333
1961,223,328,0.5
1962,223,1275,0.3333333333333333
1963,223,1351,0.5
1964,224,154,0.5
1965,224,404,0.5
1966,224,951,1.0
1967,224,1775,1.0
1968,225,337,1.0
1969,225,1138,0.5
1970,226,339,0.5
1971,226,1504,0.5
1972,227,212,0.07692307692307693
1973,227,341,0.5
1974,227,416,1.0
1975,227,513,0.25
1976,227,526,0.3333333333333333
1977,227,594,0.07692307692307693
1978,227,923,1.0
1979,227,950,1.0
1980,227,992,0.5
1981,227,1183,1.0
1982,228,357,1.0
1983,229,41,0.008
1984,229,358,1.0
1985,230,360,1.0
1986,231,276,0.2
1987,231,361,1.0
1988,231,493,0.5
1989,231,583,0.3333333333333333
1990,231,915,0.09090909090909091
1991,231,1746,1.0
1992,232,363,0.5
1993,232,905,0.5
1994,233,9,0.125
1995,233,150,0.2
1996,233,364,0.25
1997,233,426,0.5
1998,234,89,0.5
1999,234,365,1.0
2000,234,370,1.0
2001,234,816,1.0
2002,234,818,1.0
2003,234,1106,1.0
2004,235,366,0.5
2005,235,395,1.0
2006,235,837,0.3333333333333333
2007,235,1297,1.0
2008,236,369,1.0
2009,236,488,1.0
2010,236,788,1.0
2011,236,819,0.5
2012,236,1555,1.0
2013,236,1779,1.0
2014,237,373,1.0
2015,237,389,0.3333333333333333
2016,237,570,0.16666666666666666
2017,237,1128,1.0
2018,237,1337,1.0
2019,237,1362,1.0
2020,238,41,0.016
2021,238,199,0.16666666666666666
2022,238,313,0.5
2023,238,381,1.0
2024,238,572,1.0
2025,238,1468,1.0
2026,239,385,1.0
2027,239,553,1.0
2028,239,1071,1.0
2029,240,153,0.3333333333333333
2030,241,392,0.5
2031,241,638,0.5
2032,241,748,0.5
2033,242,393,0.5
2034,243,41,0.008
2035,243,959,1.0
2036,243,1594,1.0
2037,243,1747,1.0
2038,244,22,0.3333333333333333
2039,244,497,0.2
2040,244,902,0.25
2041,244,1250,0.5
2042,244,1545,1.0
2043,244,1647,1.0
2044,245,326,0.5
2045,245,355,0.5
2046,245,778,0.3333333333333333
2047,245,909,0.5
2048,245,910,1.0
2049,245,1008,1.0
2050,245,1075,0.5
2051,245,1276,1.0
2052,245,1488,1.0
2053,246,48,0.16666666666666666
2054,246,80,0.2
2055,246,143,0.2
2056,246,212,0.07692307692307693
2057,246,304,0.125
2058,246,364,0.25
2059,246,582,0.25
2060,246,587,0.5
2061,246,597,0.5
2062,246,624,1.0
2063,246,819,0.5
2064,246,1057,1.0
2065,246,1104,0.3333333333333333
2066,246,1260,0.25
2067,246,1417,0.5
2068,246,1529,0.5
2069,246,1603,1.0
2070,246,1765,1.0
2071,247,309,0.3333333333333333
2072,247,397,1.0
2073,247,813,1.0
2074,247,1280,1.0
2075,248,398,0.3333333333333333
2076,249,41,0.008
2077,249,274,0.5
2078,249,655,0.5
2079,249,850,1.0
2080,250,150,0.2
2081,250,407,0.25
2082,250,656,1.0
2083,250,673,0.3333333333333333
2084,250,1447,1.0
2085,251,412,0.3333333333333333
2086,251,582,0.25
2087,251,608,0.3333333333333333
2088,252,415,1.0
2089,252,523,0.2
2090,252,823,1.0
2091,252,1291,0.3333333333333333
2092,253,418,1.0
2093,253,432,0.3333333333333333
2094,253,480,0.5
2095,253,1306,1.0
2096,254,16,0.043478260869565216
2097,254,412,0.3333333333333333
2098,254,423,0.16666666666666666
2099,254,598,0.5
2100,254,704,0.3333333333333333
2101,254,1062,0.16666666666666666
2102,254,1245,1.0
2103,254,1372,1.0
2104,254,1727,1.0
2105,255,425,1.0
2106,256,428,1.0
2107,256,467,1.0
2108,256,1374,1.0
2109,256,1692,1.0
2110,257,180,0.3333333333333333
2111,257,431,0.3333333333333333
2112,257,478,1.0
2113,257,582,0.25
2114,257,1061,0.5
2115,257,1077,0.3333333333333333
2116,258,432,0.3333333333333333
2117,258,453,0.3333333333333333
2118,258,785,1.0
2119,258,990,1.0
2120,258,1041,1.0
2121,258,1289,0.5
2122,259,436,0.5
2123,260,437,1.0
2124,261,115,0.2
2125,261,174,0.2
2126,261,419,0.5
2127,261,441,1.0
2128,261,462,0.3333333333333333
2129,261,529,0.5
2130,261,674,0.5
2131,261,735,0.5
2132,261,790,1.0
2133,261,859,1.0
2134,261,1055,1.0
2135,261,1151,1.0
2136,261,1518,1.0
2137,261,1597,1.0
2138,261,1657,1.0
2139,262,137,0.2
2140,262,220,0.3333333333333333
2141,262,554,0.3333333333333333
2142,262,720,1.0
2143,262,740,1.0
2144,263,443,0.5
2145,264,445,1.0
2146,265,93,0.125
2147,265,340,0.047619047619047616
2148,265,453,0.3333333333333333
2149,265,822,0.5
2150,265,1034,0.3333333333333333
2151,265,1188,1.0
2152,265,1434,0.5
2153,266,212,0.07692307692307693
2154,266,1073,0.5
2155,267,52,0.07692307692307693
2156,267,884,0.3333333333333333
2157,267,1184,0.5
2158,267,1763,1.0
2159,267,1770,1.0
2160,268,454,1.0
2161,268,646,1.0
2162,268,725,0.2
2163,268,1503,1.0
2164,269,7,0.3333333333333333
2165,269,248,0.3333333333333333
2166,269,363,0.5
2167,269,410,0.5
2168,269,458,1.0
2169,269,519,1.0
2170,269,639,0.25
2171,269,766,1.0
2172,269,886,0.25
2173,269,889,0.5
2174,269,919,1.0
2175,269,988,1.0
2176,269,1013,1.0
2177,269,1052,0.5
2178,269,1170,1.0
2179,269,1218,0.5
2180,269,1368,1.0
2181,269,1516,0.5
2182,269,1552,1.0
2183,269,1611,1.0
2184,270,459,1.0
2185,270,614,0.5
2186,270,1066,0.2
2187,271,460,0.5
2188,271,687,0.5
2189,271,734,1.0
2190,271,970,0.3333333333333333
2191,272,466,0.5
2192,272,1347,1.0
2193,273,468,0.3333333333333333
2194,273,914,0.2
2195,274,472,1.0
2196,275,41,0.016
2197,275,591,0.3333333333333333
2198,275,803,0.5
2199,275,930,1.0
2200,275,1500,1.0
2201,276,475,1.0
2202,276,835,0.14285714285714285
2203,276,1120,0.25
2204,276,1446,0.3333333333333333
2205,277,175,0.3333333333333333
2206,277,477,0.3333333333333333
2207,278,80,0.2
2208,278,160,0.3333333333333333
2209,278,483,1.0
2210,278,490,0.3333333333333333
2211,278,579,1.0
2212,278,594,0.07692307692307693
2213,278,690,0.5
2214,278,770,0.5
2215,278,786,0.5
2216,278,1070,0.5
2217,278,1077,0.3333333333333333
2218,278,1078,0.5
2219,278,1193,1.0
2220,279,9,0.125
2221,279,304,0.125
2222,280,484,1.0
2223,281,143,0.2
2224,281,485,0.5
2225,281,873,1.0
2226,281,915,0.09090909090909091
2227,281,999,1.0
2228,281,1627,1.0
2229,281,1740,1.0
2230,282,486,1.0
2231,283,487,0.3333333333333333
2232,283,501,0.2
2233,283,1721,1.0
2234,284,27,0.07142857142857142
2235,284,197,0.2
2236,284,492,1.0
2237,284,641,0.5
2238,284,1615,1.0
2239,285,224,0.3333333333333333
2240,285,494,1.0
2241,286,499,0.5
2242,287,146,0.3333333333333333
2243,287,340,0.047619047619047616
2244,287,501,0.2
2245,287,631,1.0
2246,287,774,1.0
2247,287,797,0.3333333333333333
2248,287,799,0.3333333333333333
2249,287,861,1.0
2250,287,1216,0.5
2251,287,1385,0.5
2252,287,1485,1.0
2253,287,1492,1.0
2254,288,41,0.008
2255,288,503,1.0
2256,288,528,0.25
2257,288,723,1.0
2258,288,898,0.5
2259,288,979,0.5
2260,288,1693,1.0
2261,289,16,0.043478260869565216
2262,289,1223,0.3333333333333333
2263,290,423,0.16666666666666666
2264,290,446,0.25
2265,290,511,0.2
2266,290,799,0.3333333333333333
2267,290,1271,1.0
2268,290,1443,1.0
2269,291,41,0.008
2270,291,193,0.058823529411764705
2271,291,271,0.25
2272,291,513,0.25
2273,291,846,1.0
2274,291,1226,1.0
2275,291,1530,1.0
2276,292,409,0.5
2277,292,516,1.0
2278,292,815,1.0
2279,292,1208,0.5
2280,292,1288,1.0
2281,292,1450,1.0
2282,293,518,1.0
2283,293,970,0.3333333333333333
2284,294,520,0.5
2285,294,853,1.0
2286,295,523,0.2
2287,296,524,1.0
2288,296,1228,1.0
2289,297,501,0.2
2290,297,1472,0.5
2291,298,7,0.3333333333333333
2292,298,831,1.0
2293,299,527,1.0
2294,299,1063,1.0
2295,299,1197,0.3333333333333333
2296,299,1298,0.3333333333333333
2297,299,1378,1.0
2298,299,1633,1.0
2299,299,1737,1.0
2300,300,366,0.5
2301,300,423,0.16666666666666666
2302,300,1044,1.0
2303,301,535,0.09090909090909091
2304,301,731,0.5
2305,301,808,0.5
2306,301,830,1.0
2307,301,832,0.5
2308,301,944,1.0
2309,301,1018,1.0
2310,301,1118,1.0
2311,301,1220,0.5
2312,301,1547,1.0
2313,301,1562,1.0
2314,301,1612,0.5
2315,301,1772,1.0
2316,302,539,1.0
2317,303,193,0.058823529411764705
2318,303,995,1.0
2319,304,543,1.0
2320,304,1267,1.0
2321,305,548,0.5
2322,306,249,0.125
2323,306,550,1.0
2324,307,340,0.047619047619047616
2325,307,696,1.0
2326,307,954,1.0
2327,307,989,1.0
2328,307,1176,1.0
2329,307,1591,1.0
2330,307,1658,1.0
2331,308,411,0.5
2332,308,533,0.5
2333,308,555,1.0
2334,308,592,0.5
2335,308,705,1.0
2336,308,750,0.5
2337,308,1032,1.0
2338,308,1350,0.2
2339,308,1363,1.0
2340,309,204,0.5
2341,309,276,0.2
2342,309,301,0.5
