,housing_median_age_tVar,median_house_value_tVar,values
1209,16,1772,1.0
1210,16,1773,1.0
1211,16,1774,1.0
1212,17,26,1.0
1213,17,41,0.016
1214,17,52,0.07692307692307693
1215,17,85,0.25
1216,17,100,0.3333333333333333
1217,17,115,0.2
1218,17,121,0.2
1219,17,127,0.25
1220,17,156,0.5
1221,17,205,0.25
1222,17,213,0.5
1223,17,220,0.3333333333333333
1224,17,222,0.25
1225,17,247,0.5
1226,17,252,0.3333333333333333
1227,17,262,0.3333333333333333
1228,17,312,0.5
1229,17,325,0.25
1230,17,343,0.5
1231,17,370,1.0
1232,17,410,0.5
1233,17,411,0.5
1234,17,424,0.3333333333333333
1235,17,432,0.3333333333333333
1236,17,433,0.3333333333333333
1237,17,449,1.0
1238,17,468,0.3333333333333333
1239,17,469,0.5
1240,17,476,0.25
1241,17,570,0.16666666666666666
1242,17,594,0.07692307692307693
1243,17,620,1.0
1244,17,639,0.25
1245,17,643,0.5
1246,17,644,0.5
1247,17,646,1.0
1248,17,647,1.0
1249,17,668,1.0
1250,17,690,0.5
1251,17,714,0.5
1252,17,736,1.0
1253,17,781,0.5
1254,17,799,0.3333333333333333
1255,17,807,0.3333333333333333
1256,17,838,0.5
1257,17,845,0.5
1258,17,861,1.0
1259,17,880,0.5
1260,17,885,0.3333333333333333
1261,17,900,1.0
1262,17,915,0.18181818181818182
1263,17,935,0.25
1264,17,943,1.0
1265,17,965,0.5
1266,17,1003,0.3333333333333333
1267,17,1024,0.5
1268,17,1040,1.0
1269,17,1047,0.5
1270,17,1106,1.0
1271,17,1120,0.25
1272,17,1197,0.3333333333333333
1273,17,1208,0.5
1274,17,1290,1.0
1275,17,1305,1.0
1276,17,1342,1.0
1277,17,1365,1.0
1278,17,1371,1.0
1279,17,1380,1.0
1280,17,1384,1.0
1281,17,1386,1.0
1282,17,1392,1.0
1283,17,1435,1.0
1284,17,1475,1.0
1285,17,1505,1.0
1286,17,1534,0.5
1287,17,1605,0.5
1288,17,1610,0.5
1289,17,1621,1.0
1290,17,1633,1.0
1291,17,1654,1.0
1292,17,1675,1.0
1293,17,1681,1.0
1294,17,1696,1.0
1295,17,1725,1.0
1296,17,1743,1.0
1297,17,1763,1.0
1298,17,1765,1.0
1299,17,1775,1.0
1300,17,1781,1.0
1301,18,9,0.125
1302,18,16,0.043478260869565216
1303,18,28,0.3333333333333333
1304,18,40,0.09090909090909091
1305,18,41,0.04
1306,18,47,0.3333333333333333
1307,18,52,0.07692307692307693
1308,18,55,0.5
1309,18,88,0.5
1310,18,89,0.5
1311,18,90,0.14285714285714285
1312,18,96,0.2
1313,18,99,0.5
1314,18,100,0.3333333333333333
1315,18,101,0.25
1316,18,139,0.16666666666666666
1317,18,151,0.3333333333333333
1318,18,168,0.5
1319,18,170,0.3333333333333333
1320,18,179,0.25
1321,18,194,1.0
1322,18,202,0.25
1323,18,205,0.25
1324,18,245,1.0
1325,18,276,0.2
1326,18,294,1.0
1327,18,322,0.3333333333333333
1328,18,368,1.0
1329,18,385,1.0
1330,18,424,0.3333333333333333
1331,18,431,0.3333333333333333
1332,18,457,1.0
1333,18,458,1.0
1334,18,464,0.5
1335,18,489,1.0
1336,18,523,0.2
1337,18,527,1.0
1338,18,548,0.5
1339,18,614,0.5
1340,18,621,0.25
1341,18,638,0.5
1342,18,671,0.3333333333333333
1343,18,725,0.2
1344,18,764,0.5
1345,18,783,1.0
1346,18,798,0.3333333333333333
1347,18,809,0.25
1348,18,820,1.0
1349,18,822,0.5
1350,18,886,0.25
1351,18,889,0.5
1352,18,902,0.25
1353,18,1030,1.0
1354,18,1035,1.0
1355,18,1062,0.16666666666666666
1356,18,1065,0.3333333333333333
1357,18,1086,1.0
1358,18,1099,0.3333333333333333
1359,18,1104,0.3333333333333333
1360,18,1121,1.0
1361,18,1138,0.5
1362,18,1169,1.0
1363,18,1210,0.5
1364,18,1218,0.5
1365,18,1396,1.0
1366,18,1449,1.0
1367,18,1512,1.0
1368,18,1609,0.5
1369,18,1667,1.0
1370,18,1691,1.0
1371,18,1738,1.0
1372,19,29,0.5
1373,19,32,0.5
1374,19,49,1.0
1375,19,116,1.0
1376,19,167,0.3333333333333333
1377,19,191,1.0
1378,19,225,0.5
1379,19,255,0.5
1380,19,286,0.3333333333333333
1381,19,304,0.125
1382,19,316,0.25
1383,19,320,0.5
1384,19,344,1.0
1385,19,406,1.0
1386,19,410,0.5
1387,19,444,0.5
1388,19,487,0.3333333333333333
1389,19,530,0.3333333333333333
1390,19,534,1.0
1391,19,535,0.09090909090909091
1392,19,638,0.5
1393,19,696,1.0
1394,19,708,0.25
1395,19,740,1.0
1396,19,748,0.5
1397,19,756,1.0
1398,19,759,1.0
1399,19,771,0.5
1400,19,774,1.0
1401,19,779,1.0
1402,19,855,1.0
1403,19,868,1.0
1404,19,892,1.0
1405,19,932,0.5
1406,19,971,0.5
1407,19,1185,0.3333333333333333
1408,19,1211,0.3333333333333333
1409,19,1216,0.5
1410,19,1235,1.0
1411,19,1242,1.0
1412,19,1264,1.0
1413,19,1266,1.0
1414,19,1270,0.5
1415,19,1271,1.0
1416,19,1307,0.3333333333333333
1417,19,1328,1.0
1418,19,1378,1.0
1419,19,1493,1.0
1420,19,1543,1.0
1421,19,1563,1.0
1422,19,1572,1.0
1423,19,1578,1.0
1424,19,1582,1.0
1425,19,1611,1.0
1426,19,1617,1.0
1427,19,1703,1.0
1428,19,1749,1.0
1429,20,15,0.2
1430,20,30,0.5
1431,20,35,0.3333333333333333
1432,20,36,0.3333333333333333
1433,20,41,0.032
1434,20,70,1.0
1435,20,98,0.5
1436,20,109,0.3333333333333333
1437,20,111,0.5
1438,20,120,0.5
1439,20,121,0.2
1440,20,147,0.3333333333333333
1441,20,155,1.0
1442,20,161,0.25
1443,20,187,0.3333333333333333
1444,20,197,0.2
1445,20,212,0.07692307692307693
1446,20,239,0.3333333333333333
1447,20,241,1.0
1448,20,257,1.0
1449,20,259,1.0
1450,20,261,1.0
1451,20,274,0.5
1452,20,283,0.3333333333333333
1453,20,292,1.0
1454,20,300,0.5
1455,20,324,0.25
1456,20,330,0.3333333333333333
1457,20,340,0.047619047619047616
1458,20,345,1.0
1459,20,396,0.5
1460,20,403,1.0
1461,20,418,1.0
1462,20,440,0.3333333333333333
1463,20,446,0.25
1464,20,480,0.5
1465,20,496,1.0
1466,20,498,1.0
1467,20,500,1.0
1468,20,535,0.09090909090909091
1469,20,558,0.25
1470,20,592,0.5
1471,20,627,0.5
1472,20,631,1.0
1473,20,634,1.0
1474,20,639,0.25
1475,20,648,0.5
1476,20,733,1.0
1477,20,757,1.0
1478,20,778,0.3333333333333333
1479,20,786,0.5
1480,20,791,1.0
1481,20,833,1.0
1482,20,835,0.14285714285714285
1483,20,856,0.5
1484,20,894,1.0
1485,20,907,0.5
1486,20,921,0.3333333333333333
1487,20,938,1.0
1488,20,952,1.0
1489,20,956,0.5
1490,20,986,0.5
1491,20,1012,0.5
1492,20,1026,1.0
1493,20,1032,1.0
1494,20,1037,0.5
1495,20,1038,1.0
1496,20,1080,1.0
1497,20,1109,0.5
1498,20,1236,1.0
1499,20,1249,1.0
1500,20,1332,1.0
1501,20,1333,1.0
1502,20,1340,0.5
1503,20,1368,1.0
1504,20,1387,1.0
1505,20,1417,0.5
1506,20,1423,1.0
1507,20,1424,1.0
1508,20,1426,1.0
1509,20,1467,0.5
1510,20,1491,1.0
1511,20,1511,0.5
1512,20,1517,1.0
1513,20,1542,0.5
1514,20,1554,1.0
1515,20,1571,1.0
1516,20,1599,1.0
1517,20,1609,0.5
1518,20,1643,1.0
1519,20,1645,1.0
1520,20,1651,0.5
1521,20,1659,0.5
1522,20,1676,1.0
1523,20,1713,1.0
1524,20,1728,1.0
1525,20,1766,1.0
1526,20,1769,1.0
1527,20,1771,1.0
1528,21,25,0.14285714285714285
1529,21,31,1.0
1530,21,41,0.008
1531,21,78,0.3333333333333333
1532,21,79,0.3333333333333333
1533,21,82,1.0
1534,21,114,1.0
1535,21,129,0.5
1536,21,139,0.08333333333333333
1537,21,146,0.3333333333333333
1538,21,149,0.5
1539,21,186,1.0
1540,21,190,1.0
1541,21,197,0.2
1542,21,199,0.16666666666666666
1543,21,205,0.25
1544,21,269,1.0
1545,21,273,1.0
1546,21,277,0.5
1547,21,316,0.5
1548,21,324,0.25
1549,21,328,0.5
1550,21,340,0.09523809523809523
1551,21,389,0.3333333333333333
1552,21,423,0.16666666666666666
1553,21,456,1.0
1554,21,463,0.5
1555,21,486,1.0
1556,21,503,1.0
1557,21,504,1.0
1558,21,509,0.3333333333333333
1559,21,510,1.0
1560,21,513,0.25
1561,21,515,0.3333333333333333
1562,21,531,0.5
1563,21,551,0.2
1564,21,576,1.0
1565,21,594,0.07692307692307693
1566,21,595,0.3333333333333333
1567,21,616,1.0
1568,21,680,1.0
1569,21,683,0.5
1570,21,699,1.0
1571,21,704,0.3333333333333333
1572,21,708,0.25
1573,21,713,0.5
1574,21,720,1.0
1575,21,721,1.0
1576,21,722,0.5
1577,21,726,0.5
1578,21,884,0.3333333333333333
1579,21,902,0.25
1580,21,915,0.09090909090909091
1581,21,937,0.5
1582,21,957,1.0
1583,21,970,0.3333333333333333
1584,21,974,0.3333333333333333
1585,21,988,1.0
1586,21,1015,0.3333333333333333
1587,21,1031,0.5
1588,21,1034,0.3333333333333333
1589,21,1061,0.5
1590,21,1062,0.16666666666666666
1591,21,1092,1.0
1592,21,1105,0.5
1593,21,1108,1.0
1594,21,1140,1.0
1595,21,1167,1.0
1596,21,1191,1.0
1597,21,1193,1.0
1598,21,1195,0.5
1599,21,1209,0.5
1600,21,1217,1.0
1601,21,1246,0.5
1602,21,1259,0.5
1603,21,1279,1.0
1604,21,1313,0.5
1605,21,1363,1.0
1606,21,1372,1.0
1607,21,1409,1.0
1608,21,1434,0.5
1609,21,1454,1.0
1610,21,1461,1.0
1611,21,1472,0.5
1612,21,1511,0.5
1613,21,1535,1.0
1614,21,1573,1.0
1615,21,1618,1.0
1616,21,1624,1.0
1617,21,1646,1.0
1618,21,1652,1.0
1619,21,1717,0.5
1620,21,1721,1.0
1621,21,1744,1.0
1622,21,1755,1.0
1623,21,1758,1.0
1624,21,1770,1.0
1625,22,7,0.3333333333333333
1626,22,16,0.043478260869565216
1627,22,32,0.5
1628,22,41,0.016
1629,22,101,0.25
1630,22,115,0.2
1631,22,154,0.5
1632,22,169,0.3333333333333333
1633,22,175,0.3333333333333333
1634,22,193,0.11764705882352941
1635,22,237,0.5
1636,22,301,0.5
1637,22,466,0.5
1638,22,490,0.3333333333333333
1639,22,549,0.3333333333333333
1640,22,597,0.5
1641,22,655,0.5
1642,22,761,0.5
1643,22,831,1.0
1644,22,891,1.0
1645,22,941,0.5
1646,22,947,0.5
1647,22,1077,0.3333333333333333
1648,22,1107,0.5
1649,22,1122,0.5
1650,22,1127,1.0
1651,22,1129,0.3333333333333333
1652,22,1166,1.0
1653,22,1202,1.0
1654,22,1248,1.0
1655,22,1255,1.0
1656,22,1358,1.0
1657,22,1450,1.0
1658,22,1463,1.0
1659,22,1615,1.0
1660,22,1632,1.0
1661,22,1678,1.0
1662,23,33,0.5
1663,23,41,0.016
1664,23,48,0.16666666666666666
1665,23,64,1.0
1666,23,79,0.3333333333333333
1667,23,109,0.3333333333333333
1668,23,130,0.5
1669,23,133,0.5
1670,23,139,0.08333333333333333
1671,23,141,0.5
1672,23,143,0.2
1673,23,160,0.3333333333333333
1674,23,174,0.2
1675,23,185,0.5
1676,23,268,1.0
1677,23,289,1.0
1678,23,299,1.0
1679,23,304,0.125
1680,23,306,1.0
1681,23,319,1.0
1682,23,323,1.0
1683,23,331,0.3333333333333333
1684,23,342,1.0
1685,23,381,1.0
1686,23,436,0.5
1687,23,478,1.0
1688,23,485,0.5
1689,23,594,0.07692307692307693
1690,23,626,0.3333333333333333
1691,23,640,0.25
1692,23,676,0.5
1693,23,741,1.0
1694,23,751,1.0
1695,23,788,1.0
1696,23,805,0.5
1697,23,808,0.5
1698,23,824,1.0
1699,23,867,0.5
1700,23,909,0.5
1701,23,992,0.5
1702,23,1016,1.0
1703,23,1034,0.3333333333333333
1704,23,1036,1.0
1705,23,1057,1.0
1706,23,1075,0.5
1707,23,1113,1.0
1708,23,1150,1.0
1709,23,1180,1.0
1710,23,1222,0.3333333333333333
1711,23,1223,0.3333333333333333
1712,23,1263,0.3333333333333333
1713,23,1293,0.5
1714,23,1366,1.0
1715,23,1385,0.5
1716,23,1471,0.3333333333333333
1717,23,1476,1.0
1718,23,1655,1.0
1719,23,1657,1.0
1720,23,1664,0.5
1721,23,1712,1.0
1722,23,1716,0.5
1723,23,1737,1.0
1724,23,1757,1.0
1725,24,16,0.043478260869565216
1726,24,27,0.07142857142857142
1727,24,34,1.0
1728,24,41,0.032
1729,24,52,0.07692307692307693
1730,24,92,0.25
1731,24,121,0.2
1732,24,143,0.2
1733,24,161,0.25
1734,24,185,0.5
1735,24,193,0.058823529411764705
1736,24,198,1.0
1737,24,201,0.5
1738,24,237,0.5
1739,24,243,0.5
1740,24,254,0.5
1741,24,350,0.5
1742,24,387,1.0
1743,24,422,1.0
1744,24,434,1.0
1745,24,438,0.3333333333333333
1746,24,470,1.0
1747,24,493,0.5
1748,24,502,1.0
1749,24,506,1.0
1750,24,523,0.4
1751,24,535,0.09090909090909091
1752,24,540,1.0
1753,24,561,0.5
1754,24,649,1.0
1755,24,665,0.5
1756,24,717,0.5
1757,24,742,0.5
1758,24,746,0.25
1759,24,797,0.3333333333333333
1760,24,807,0.3333333333333333
1761,24,808,0.5
1762,24,849,1.0
1763,24,857,0.5
1764,24,862,1.0
1765,24,867,0.5
1766,24,946,1.0
1767,24,961,0.5
1768,24,969,0.3333333333333333
1769,24,972,1.0
1770,24,973,1.0
1771,24,993,1.0
1772,24,996,1.0
1773,24,1000,0.5
1774,24,1003,0.3333333333333333
1775,24,1005,0.5
1776,24,1008,1.0
1777,24,1077,0.3333333333333333
1778,24,1099,0.3333333333333333
1779,24,1111,1.0
1780,24,1149,1.0
1781,24,1161,0.5
1782,24,1176,1.0
1783,24,1195,0.5
1784,24,1229,1.0
1785,24,1278,1.0
1786,24,1295,1.0
1787,24,1313,0.5
1788,24,1338,1.0
1789,24,1341,1.0
1790,24,1350,0.2
1791,24,1357,1.0
1792,24,1397,0.5
1793,24,1418,1.0
1794,24,1495,1.0
1795,24,1497,1.0
1796,24,1498,1.0
1797,24,1504,0.5
1798,24,1522,0.5
1799,24,1532,0.5
1800,24,1607,1.0
1801,24,1622,1.0
1802,24,1690,1.0
1803,24,1719,1.0
1804,24,1733,1.0
1805,25,27,0.07142857142857142
1806,25,38,1.0
1807,25,40,0.09090909090909091
1808,25,41,0.016
1809,25,92,0.25
1810,25,134,0.1111111111111111
1811,25,170,0.3333333333333333
1812,25,172,1.0
1813,25,210,0.5
1814,25,264,1.0
1815,25,350,0.5
1816,25,362,0.25
1817,25,424,0.3333333333333333
1818,25,468,0.3333333333333333
1819,25,475,1.0
1820,25,492,1.0
1821,25,582,0.25
1822,25,594,0.07692307692307693
1823,25,599,1.0
1824,25,609,1.0
1825,25,619,0.5
1826,25,654,0.3333333333333333
1827,25,659,1.0
1828,25,665,0.5
1829,25,669,0.5
1830,25,708,0.25
1831,25,865,1.0
1832,25,998,0.2
1833,25,1021,1.0
1834,25,1066,0.4
1835,25,1078,0.5
1836,25,1158,0.5
1837,25,1162,0.5
1838,25,1275,0.3333333333333333
1839,25,1316,0.3333333333333333
1840,25,1437,1.0
1841,25,1644,0.5
1842,25,1666,1.0
1843,25,1687,1.0
1844,26,43,0.5
1845,26,134,0.1111111111111111
1846,26,159,0.5
1847,26,260,0.5
1848,26,295,0.3333333333333333
1849,26,325,0.25
1850,26,351,1.0
1851,26,355,0.5
1852,26,409,0.5
1853,26,429,0.5
1854,26,487,0.3333333333333333
1855,26,525,0.5
1856,26,558,0.25
1857,26,569,1.0
1858,26,588,0.25
1859,26,602,1.0
1860,26,604,0.5
1861,26,618,1.0
1862,26,660,0.5
1863,26,675,1.0
1864,26,689,1.0
1865,26,729,1.0
1866,26,777,1.0
1867,26,835,0.14285714285714285
1868,26,924,1.0
1869,26,1061,0.5
1870,26,1122,0.5
1871,26,1152,0.5
1872,26,1155,0.5
1873,26,1230,1.0
1874,26,1322,0.5
1875,26,1585,1.0
1876,26,1605,0.5
1877,26,1641,1.0
1878,27,44,0.25
1879,27,87,0.5
1880,27,147,0.3333333333333333
1881,27,258,1.0
1882,27,340,0.047619047619047616
1883,27,349,1.0
1884,27,384,0.5
1885,27,583,0.3333333333333333
1886,27,706,1.0
1887,27,782,1.0
1888,27,793,1.0
1889,27,819,0.5
1890,27,866,0.3333333333333333
1891,27,889,0.5
1892,27,1065,0.3333333333333333
1893,27,1067,0.5
1894,27,1133,1.0
1895,27,1162,0.5
1896,27,1185,0.3333333333333333
1897,27,1336,1.0
1898,27,1345,0.5
1899,27,1436,0.5
1900,27,1443,1.0
1901,27,1507,1.0
1902,27,1591,1.0
1903,27,1626,1.0
1904,27,1650,1.0
1905,27,1679,1.0
1906,28,16,0.043478260869565216
1907,28,41,0.016
1908,28,45,0.25
1909,28,46,0.3333333333333333
1910,28,50,0.3333333333333333
1911,28,52,0.07692307692307693
1912,28,71,0.25
1913,28,84,0.5
1914,28,85,0.25
1915,28,103,1.0
1916,28,109,0.3333333333333333
1917,28,128,1.0
1918,28,137,0.2
1919,28,138,1.0
1920,28,150,0.2
1921,28,158,0.5
1922,28,160,0.3333333333333333
1923,28,239,0.3333333333333333
1924,28,243,0.5
1925,28,252,0.3333333333333333
1926,28,279,0.5
1927,28,313,0.5
1928,28,412,0.3333333333333333
1929,28,430,0.5
1930,28,433,0.3333333333333333
1931,28,444,0.5
1932,28,460,0.5
1933,28,499,0.5
1934,28,501,0.2
1935,28,512,1.0
1936,28,546,0.5
1937,28,559,0.5
1938,28,560,0.5
1939,28,617,0.3333333333333333
1940,28,621,0.25
1941,28,628,0.5
1942,28,639,0.25
1943,28,702,0.5
1944,28,718,1.0
1945,28,770,0.5
1946,28,799,0.3333333333333333
1947,28,817,1.0
1948,28,850,1.0
1949,28,874,1.0
1950,28,927,0.5
1951,28,935,0.25
1952,28,937,0.5
1953,28,941,0.5
1954,28,958,1.0
1955,28,1002,1.0
1956,28,1014,1.0
1957,28,1070,0.5
1958,28,1107,0.5
1959,28,1123,1.0
1960,28,1124,1.0
1961,28,1145,1.0
1962,28,1275,0.6666666666666666
1963,28,1301,1.0
1964,28,1308,1.0
1965,28,1318,1.0
1966,28,1344,1.0
1967,28,1393,1.0
1968,28,1397,0.5
1969,28,1408,1.0
1970,28,1444,1.0
1971,28,1446,0.3333333333333333
1972,28,1457,1.0
1973,28,1513,1.0
1974,28,1577,1.0
1975,28,1606,1.0
1976,28,1665,0.3333333333333333
1977,28,1686,1.0
1978,28,1740,1.0
1979,29,47,0.3333333333333333
1980,29,100,0.3333333333333333
1981,29,115,0.2
1982,29,139,0.08333333333333333
1983,29,195,0.2
1984,29,255,0.5
1985,29,271,0.25
1986,29,337,1.0
1987,29,360,1.0
1988,29,445,1.0
1989,29,447,0.3333333333333333
1990,29,570,0.16666666666666666
1991,29,591,0.3333333333333333
1992,29,681,1.0
1993,29,776,0.3333333333333333
1994,29,811,1.0
1995,29,827,1.0
1996,29,884,0.3333333333333333
1997,29,915,0.09090909090909091
1998,29,990,1.0
1999,29,1050,0.5
2000,29,1062,0.16666666666666666
2001,29,1254,1.0
2002,29,1347,1.0
2003,29,1432,1.0
2004,30,5,0.3333333333333333
2005,30,11,0.5
2006,30,16,0.043478260869565216
2007,30,19,0.5
2008,30,28,0.3333333333333333
2009,30,41,0.008
2010,30,44,0.25
2011,30,50,0.3333333333333333
2012,30,78,0.3333333333333333
2013,30,95,0.5
2014,30,99,0.5
2015,30,139,0.08333333333333333
2016,30,141,0.5
2017,30,164,0.5
2018,30,170,0.3333333333333333
2019,30,174,0.2
2020,30,210,0.5
2021,30,249,0.125
2022,30,343,0.5
2023,30,358,1.0
2024,30,371,0.5
2025,30,391,1.0
2026,30,397,1.0
2027,30,411,0.5
2028,30,472,1.0
2029,30,520,0.5
2030,30,523,0.2
2031,30,594,0.07692307692307693
2032,30,633,0.5
2033,30,702,0.5
2034,30,767,0.5
2035,30,769,1.0
2036,30,813,1.0
2037,30,845,0.5
2038,30,879,0.5
2039,30,881,0.5
2040,30,902,0.25
2041,30,908,1.0
2042,30,967,0.5
2043,30,997,1.0
2044,30,1027,1.0
2045,30,1052,0.5
2046,30,1064,1.0
2047,30,1073,0.5
2048,30,1151,1.0
2049,30,1154,1.0
2050,30,1184,0.5
2051,30,1221,1.0
2052,30,1244,1.0
2053,30,1309,1.0
2054,30,1390,1.0
2055,30,1391,1.0
2056,30,1462,1.0
2057,30,1465,1.0
2058,30,1484,1.0
2059,30,1557,0.5
2060,30,1583,1.0
2061,30,1671,1.0
2062,30,1674,1.0
2063,30,1707,1.0
2064,30,1718,1.0
2065,31,25,0.14285714285714285
2066,31,41,0.024
2067,31,51,0.2
2068,31,53,1.0
2069,31,87,0.5
2070,31,91,0.5
2071,31,93,0.125
2072,31,122,0.3333333333333333
2073,31,129,0.5
2074,31,132,1.0
2075,31,145,0.3333333333333333
2076,31,151,0.3333333333333333
2077,31,175,0.3333333333333333
2078,31,224,0.3333333333333333
2079,31,263,1.0
2080,31,279,0.5
2081,31,334,1.0
2082,31,394,1.0
2083,31,407,0.25
2084,31,461,0.5
2085,31,501,0.2
2086,31,526,0.3333333333333333
2087,31,535,0.09090909090909091
2088,31,560,0.5
2089,31,582,0.25
2090,31,590,1.0
2091,31,639,0.25
2092,31,655,0.5
2093,31,697,1.0
2094,31,768,1.0
2095,31,835,0.14285714285714285
2096,31,916,1.0
2097,31,939,1.0
2098,31,985,0.3333333333333333
2099,31,1011,1.0
2100,31,1023,0.5
2101,31,1060,1.0
2102,31,1130,1.0
2103,31,1143,1.0
2104,31,1250,0.5
2105,31,1260,0.25
2106,31,1268,1.0
2107,31,1287,1.0
2108,31,1307,0.3333333333333333
2109,31,1316,0.3333333333333333
2110,31,1352,1.0
2111,31,1415,1.0
2112,31,1433,1.0
2113,31,1439,0.5
2114,31,1550,0.5
2115,31,1580,1.0
2116,31,1741,1.0
2117,31,1762,1.0
2118,32,16,0.043478260869565216
2119,32,41,0.008
2120,32,55,0.5
2121,32,171,0.5
2122,32,178,0.5
2123,32,216,0.5
2124,32,217,1.0
2125,32,232,0.25
2126,32,281,1.0
2127,32,320,0.5
2128,32,340,0.047619047619047616
2129,32,354,1.0
2130,32,362,0.25
2131,32,497,0.2
2132,32,588,0.25
2133,32,687,0.5
2134,32,727,0.5
2135,32,739,0.5
2136,32,798,0.3333333333333333
2137,32,800,1.0
2138,32,805,0.5
2139,32,897,0.5
2140,32,1034,0.3333333333333333
2141,32,1101,0.5
2142,32,1359,1.0
2143,32,1399,0.5
2144,32,1548,1.0
2145,32,1647,1.0
2146,32,1669,1.0
2147,32,1720,1.0
2148,33,9,0.125
2149,33,25,0.14285714285714285
2150,33,40,0.09090909090909091
2151,33,41,0.016
2152,33,45,0.25
2153,33,57,0.3333333333333333
2154,33,72,0.5
2155,33,80,0.2
2156,33,83,0.5
2157,33,93,0.125
2158,33,134,0.1111111111111111
2159,33,164,0.5
2160,33,192,1.0
2161,33,239,0.3333333333333333
2162,33,295,0.3333333333333333
2163,33,317,0.3333333333333333
2164,33,339,0.5
2165,33,380,1.0
2166,33,384,0.5
2167,33,483,1.0
2168,33,497,0.2
2169,33,521,0.5
2170,33,562,1.0
2171,33,617,0.3333333333333333
2172,33,637,1.0
2173,33,640,0.25
2174,33,642,0.5
2175,33,671,0.3333333333333333
2176,33,692,1.0
2177,33,750,0.5
2178,33,826,0.3333333333333333
2179,33,853,1.0
2180,33,904,0.5
2181,33,1009,1.0
2182,33,1018,1.0
2183,33,1049,0.5
2184,33,1085,1.0
2185,33,1117,0.5
2186,33,1177,1.0
2187,33,1214,1.0
2188,33,1273,1.0
2189,33,1276,1.0
2190,33,1291,0.3333333333333333
2191,33,1434,0.5
2192,33,1488,1.0
2193,33,1502,1.0
2194,33,1529,0.5
2195,33,1564,0.5
2196,33,1568,1.0
2197,33,1748,1.0
2198,34,7,0.3333333333333333
2199,34,9,0.125
2200,34,10,0.5
2201,34,22,0.3333333333333333
2202,34,41,0.016
2203,34,60,1.0
2204,34,67,0.3333333333333333
2205,34,75,1.0
2206,34,78,0.3333333333333333
2207,34,89,0.5
2208,34,90,0.14285714285714285
2209,34,93,0.125
2210,34,96,0.2
2211,34,161,0.25
2212,34,167,0.3333333333333333
2213,34,174,0.2
2214,34,177,0.5
2215,34,214,1.0
2216,34,222,0.25
2217,34,230,1.0
2218,34,232,0.25
2219,34,248,0.3333333333333333
2220,34,333,1.0
2221,34,388,1.0
2222,34,389,0.3333333333333333
2223,34,398,0.3333333333333333
2224,34,400,0.3333333333333333
2225,34,428,1.0
2226,34,462,0.3333333333333333
2227,34,464,0.5
2228,34,467,1.0
2229,34,511,0.2
2230,34,524,1.0
2231,34,570,0.16666666666666666
2232,34,575,1.0
2233,34,594,0.07692307692307693
2234,34,611,1.0
2235,34,654,0.3333333333333333
2236,34,731,0.5
2237,34,760,0.5
2238,34,764,0.5
2239,34,821,0.25
2240,34,834,0.5
2241,34,838,0.5
2242,34,866,0.3333333333333333
2243,34,887,1.0
2244,34,896,0.5
2245,34,899,1.0
2246,34,907,0.5
2247,34,920,0.3333333333333333
2248,34,929,1.0
2249,34,930,1.0
2250,34,970,0.3333333333333333
2251,34,976,1.0
2252,34,984,1.0
2253,34,1135,1.0
2254,34,1144,0.5
2255,34,1212,0.3333333333333333
2256,34,1215,1.0
2257,34,1218,0.5
2258,34,1289,0.5
2259,34,1291,0.3333333333333333
2260,34,1292,1.0
2261,34,1306,1.0
2262,34,1315,1.0
2263,34,1514,1.0
2264,34,1527,1.0
2265,34,1579,0.5
2266,34,1598,1.0
2267,34,1665,0.3333333333333333
2268,34,1673,1.0
2269,34,1754,1.0
2270,34,1756,1.0
2271,35,12,0.5
2272,35,16,0.043478260869565216
2273,35,27,0.07142857142857142
2274,35,66,0.5
2275,35,125,0.5
2276,35,147,0.3333333333333333
2277,35,157,1.0
2278,35,169,0.3333333333333333
2279,35,200,0.5
2280,35,220,0.3333333333333333
2281,35,278,0.5
2282,35,393,0.5
2283,35,476,0.25
2284,35,511,0.2
2285,35,523,0.2
2286,35,548,0.5
2287,35,549,0.3333333333333333
2288,35,595,0.3333333333333333
2289,35,610,1.0
2290,35,612,1.0
2291,35,686,1.0
2292,35,695,1.0
2293,35,760,0.5
2294,35,834,0.5
2295,35,933,1.0
2296,35,1006,0.5
2297,35,1012,0.5
2298,35,1031,0.5
2299,35,1076,1.0
2300,35,1105,0.5
2301,35,1129,0.3333333333333333
2302,35,1156,1.0
2303,35,1175,0.5
2304,35,1259,0.5
2305,35,1267,1.0
2306,35,1298,0.3333333333333333
2307,35,1367,1.0
2308,35,1399,0.5
2309,35,1499,1.0
2310,35,1501,0.5
2311,35,1616,0.5
2312,36,16,0.043478260869565216
2313,36,28,0.3333333333333333
2314,36,39,0.3333333333333333
2315,36,40,0.18181818181818182
2316,36,41,0.024
2317,36,45,0.25
2318,36,76,0.5
2319,36,127,0.25
2320,36,173,0.5
2321,36,178,0.5
2322,36,205,0.25
2323,36,218,1.0
2324,36,226,1.0
2325,36,296,0.5
2326,36,304,0.125
2327,36,331,0.3333333333333333
2328,36,340,0.047619047619047616
2329,36,366,0.5
2330,36,413,1.0
2331,36,423,0.16666666666666666
2332,36,427,0.5
2333,36,446,0.25
2334,36,511,0.2
2335,36,535,0.09090909090909091
2336,36,563,1.0
2337,36,578,1.0
2338,36,645,1.0
