,households_tVar,median_house_value_tVar,values
1218,284,293,1.0
1219,284,411,0.5
1220,285,296,0.5
1221,285,783,1.0
1222,286,193,0.058823529411764705
1223,287,298,1.0
1224,288,60,0.5
1225,288,299,1.0
1226,289,36,0.3333333333333333
1227,289,276,0.2
1228,289,808,0.5
1229,289,972,1.0
1230,289,1332,1.0
1231,289,1423,1.0
1232,290,249,0.125
1233,290,1062,0.16666666666666666
1234,291,239,0.3333333333333333
1235,291,748,0.5
1236,292,302,0.5
1237,292,1093,1.0
1238,292,1108,1.0
1239,292,1115,1.0
1240,293,93,0.125
1241,293,303,0.5
1242,293,379,0.3333333333333333
1243,293,1051,1.0
1244,293,1272,0.5
1245,293,1533,1.0
1246,293,1761,1.0
1247,294,41,0.008
1248,294,286,0.3333333333333333
1249,294,444,0.5
1250,294,1038,1.0
1251,294,1781,1.0
1252,295,212,0.07692307692307693
1253,295,305,0.5
1254,295,430,0.5
1255,296,306,1.0
1256,296,325,0.25
1257,296,619,0.5
1258,296,1066,0.2
1259,296,1540,1.0
1260,297,307,1.0
1261,297,333,1.0
1262,297,769,1.0
1263,298,310,0.5
1264,298,923,1.0
1265,298,1690,1.0
1266,299,312,0.5
1267,300,313,0.5
1268,300,1361,1.0
1269,301,54,0.5
1270,301,139,0.08333333333333333
1271,301,314,0.3333333333333333
1272,301,638,0.5
1273,302,40,0.09090909090909091
1274,303,137,0.2
1275,303,315,0.5
1276,303,1520,1.0
1277,304,41,0.008
1278,304,317,0.3333333333333333
1279,304,328,0.5
1280,304,523,0.2
1281,304,1062,0.16666666666666666
1282,304,1552,1.0
1283,304,1772,1.0
1284,305,139,0.08333333333333333
1285,305,507,0.5
1286,305,1536,1.0
1287,306,319,1.0
1288,307,41,0.008
1289,307,513,0.25
1290,307,1274,1.0
1291,307,1472,0.5
1292,307,1522,0.5
1293,308,322,0.3333333333333333
1294,308,340,0.047619047619047616
1295,308,352,1.0
1296,308,511,0.2
1297,309,139,0.08333333333333333
1298,309,325,0.25
1299,309,1712,1.0
1300,309,1717,0.5
1301,310,159,0.5
1302,310,323,1.0
1303,310,367,1.0
1304,310,409,0.5
1305,310,1277,1.0
1306,311,193,0.058823529411764705
1307,311,195,0.2
1308,311,256,0.5
1309,311,1443,1.0
1310,312,41,0.008
1311,312,324,0.25
1312,312,986,0.5
1313,312,1316,0.3333333333333333
1314,313,326,0.5
1315,313,647,1.0
1316,314,328,0.5
1317,314,445,1.0
1318,314,633,0.5
1319,314,951,1.0
1320,314,1420,1.0
1321,314,1545,1.0
1322,315,329,1.0
1323,315,497,0.2
1324,315,648,0.5
1325,315,765,0.5
1326,315,1350,0.2
1327,316,330,0.3333333333333333
1328,316,949,1.0
1329,316,1089,1.0
1330,316,1220,0.5
1331,316,1564,0.5
1332,317,332,1.0
1333,317,1437,1.0
1334,318,335,1.0
1335,318,1666,1.0
1336,319,337,1.0
1337,320,39,0.3333333333333333
1338,320,199,0.16666666666666666
1339,320,338,1.0
1340,320,698,1.0
1341,320,789,1.0
1342,320,1052,0.5
1343,320,1451,1.0
1344,320,1742,1.0
1345,321,160,0.3333333333333333
1346,321,212,0.07692307692307693
1347,321,339,0.5
1348,321,389,0.3333333333333333
1349,321,423,0.16666666666666666
1350,321,870,1.0
1351,321,1026,1.0
1352,321,1034,0.3333333333333333
1353,321,1220,0.5
1354,321,1293,0.5
1355,321,1660,1.0
1356,322,341,0.5
1357,323,16,0.043478260869565216
1358,324,9,0.125
1359,324,344,1.0
1360,324,542,1.0
1361,324,788,1.0
1362,325,345,1.0
1363,325,586,1.0
1364,325,1568,1.0
1365,326,348,0.5
1366,327,349,1.0
1367,327,540,1.0
1368,328,89,0.5
1369,328,350,0.5
1370,328,636,0.5
1371,328,1082,1.0
1372,328,1270,0.5
1373,328,1580,1.0
1374,328,1585,1.0
1375,329,41,0.008
1376,329,351,1.0
1377,329,558,0.25
1378,330,354,1.0
1379,331,331,0.3333333333333333
1380,331,355,0.5
1381,331,660,0.5
1382,332,357,1.0
1383,333,358,1.0
1384,333,429,0.5
1385,334,265,0.5
1386,334,359,1.0
1387,334,364,0.25
1388,334,757,1.0
1389,334,1529,0.5
1390,335,16,0.043478260869565216
1391,335,40,0.09090909090909091
1392,335,360,1.0
1393,335,1733,1.0
1394,336,363,0.5
1395,336,368,1.0
1396,336,396,0.5
1397,336,464,0.5
1398,336,477,0.3333333333333333
1399,336,651,0.5
1400,336,851,1.0
1401,337,27,0.07142857142857142
1402,337,28,0.3333333333333333
1403,337,199,0.16666666666666666
1404,337,395,1.0
1405,337,398,0.3333333333333333
1406,337,587,0.5
1407,337,839,0.5
1408,337,1012,0.5
1409,337,1534,0.5
1410,337,1706,1.0
1411,338,28,0.3333333333333333
1412,338,139,0.08333333333333333
1413,338,365,1.0
1414,338,587,0.5
1415,338,807,0.3333333333333333
1416,338,961,0.5
1417,338,1374,1.0
1418,339,369,1.0
1419,339,398,0.3333333333333333
1420,339,1100,1.0
1421,340,41,0.008
1422,340,370,1.0
1423,341,371,0.5
1424,342,372,1.0
1425,342,1722,1.0
1426,343,41,0.008
1427,343,77,0.3333333333333333
1428,344,373,1.0
1429,344,603,1.0
1430,344,1020,1.0
1431,344,1354,1.0
1432,345,32,0.5
1433,345,374,1.0
1434,345,1709,1.0
1435,346,93,0.125
1436,346,376,0.5
1437,346,866,0.3333333333333333
1438,347,377,1.0
1439,348,247,0.5
1440,348,378,1.0
1441,348,809,0.25
1442,348,1186,1.0
1443,349,25,0.14285714285714285
1444,349,380,1.0
1445,349,948,1.0
1446,349,1502,1.0
1447,349,1656,1.0
1448,350,381,1.0
1449,350,895,1.0
1450,350,896,0.5
1451,351,384,0.5
1452,351,633,0.5
1453,351,641,0.5
1454,352,386,1.0
1455,352,577,0.5
1456,352,970,0.3333333333333333
1457,353,388,1.0
1458,353,541,1.0
1459,353,594,0.07692307692307693
1460,353,736,1.0
1461,353,1407,1.0
1462,354,390,1.0
1463,354,1035,1.0
1464,355,274,0.5
1465,355,391,1.0
1466,355,561,0.5
1467,355,775,1.0
1468,355,843,1.0
1469,355,1727,1.0
1470,356,101,0.25
1471,356,392,0.5
1472,356,616,1.0
1473,356,881,0.5
1474,356,909,0.5
1475,356,1529,0.5
1476,357,220,0.3333333333333333
1477,357,1180,1.0
1478,357,1426,1.0
1479,357,1602,1.0
1480,358,11,0.5
1481,359,134,0.1111111111111111
1482,359,397,1.0
1483,359,480,0.5
1484,359,570,0.16666666666666666
1485,359,592,0.5
1486,359,798,0.3333333333333333
1487,359,1057,1.0
1488,360,214,0.5
1489,361,340,0.047619047619047616
1490,361,400,0.3333333333333333
1491,361,508,1.0
1492,361,1323,1.0
1493,362,134,0.1111111111111111
1494,362,624,1.0
1495,362,700,1.0
1496,362,813,1.0
1497,362,1417,0.5
1498,362,1519,1.0
1499,362,1541,1.0
1500,363,48,0.16666666666666666
1501,363,151,0.3333333333333333
1502,363,471,1.0
1503,363,642,0.5
1504,363,1009,1.0
1505,364,52,0.07692307692307693
1506,364,404,0.5
1507,364,410,0.5
1508,364,1239,1.0
1509,365,156,0.5
1510,365,406,1.0
1511,365,897,0.5
1512,365,1578,1.0
1513,366,407,0.25
1514,367,408,1.0
1515,367,692,1.0
1516,367,1543,1.0
1517,367,1616,0.5
1518,368,379,0.3333333333333333
1519,368,626,0.3333333333333333
1520,368,838,0.5
1521,368,1228,1.0
1522,369,212,0.07692307692307693
1523,369,409,0.5
1524,369,555,1.0
1525,369,915,0.18181818181818182
1526,369,1036,1.0
1527,369,1322,0.5
1528,370,362,0.5
1529,370,410,0.5
1530,371,41,0.008
1531,371,787,1.0
1532,371,999,1.0
1533,371,1154,1.0
1534,371,1216,0.5
1535,371,1458,1.0
1536,371,1487,1.0
1537,371,1738,1.0
1538,372,411,0.5
1539,372,532,1.0
1540,372,1268,1.0
1541,373,41,0.008
1542,373,111,0.5
1543,373,585,1.0
1544,373,1014,1.0
1545,374,412,0.3333333333333333
1546,375,414,1.0
1547,375,597,0.5
1548,375,1045,1.0
1549,375,1370,1.0
1550,375,1431,1.0
1551,376,41,0.008
1552,376,415,1.0
1553,377,417,1.0
1554,377,418,1.0
1555,377,717,0.5
1556,378,419,0.5
1557,378,847,1.0
1558,378,1562,1.0
1559,379,421,1.0
1560,380,202,0.25
1561,380,422,1.0
1562,380,1478,1.0
1563,381,41,0.008
1564,381,83,0.5
1565,381,314,0.3333333333333333
1566,381,423,0.16666666666666666
1567,381,1467,0.5
1568,381,1566,1.0
1569,382,80,0.2
1570,382,304,0.125
1571,382,1677,1.0
1572,383,286,0.3333333333333333
1573,384,41,0.008
1574,384,168,0.5
1575,384,424,0.3333333333333333
1576,384,558,0.25
1577,384,1210,0.5
1578,384,1272,0.5
1579,384,1324,1.0
1580,384,1373,1.0
1581,384,1713,1.0
1582,385,427,0.5
1583,386,340,0.047619047619047616
1584,386,428,1.0
1585,386,994,1.0
1586,386,1322,0.5
1587,386,1758,1.0
1588,387,41,0.008
1589,387,1212,0.3333333333333333
1590,388,412,0.3333333333333333
1591,388,431,0.3333333333333333
1592,388,630,1.0
1593,388,751,1.0
1594,388,937,0.5
1595,388,1161,0.5
1596,388,1774,1.0
1597,389,41,0.008
1598,389,1116,1.0
1599,389,1224,1.0
1600,389,1263,0.3333333333333333
1601,389,1281,1.0
1602,389,1710,1.0
1603,390,436,0.5
1604,390,686,1.0
1605,391,437,1.0
1606,392,283,0.3333333333333333
1607,392,439,0.5
1608,392,925,0.3333333333333333
1609,392,927,0.5
1610,392,998,0.2
1611,392,1008,1.0
1612,392,1210,0.5
1613,392,1237,1.0
1614,392,1716,0.5
1615,393,47,0.3333333333333333
1616,393,440,0.3333333333333333
1617,393,567,0.5
1618,393,662,1.0
1619,393,1022,0.5
1620,394,220,0.3333333333333333
1621,395,444,0.5
1622,395,1289,0.5
1623,395,1400,1.0
1624,395,1571,1.0
1625,396,447,0.3333333333333333
1626,396,1086,1.0
1627,396,1212,0.3333333333333333
1628,397,448,1.0
1629,398,451,1.0
1630,398,822,0.5
1631,398,939,1.0
1632,399,452,1.0
1633,399,1352,1.0
1634,399,1651,0.5
1635,400,109,0.3333333333333333
1636,400,149,0.5
1637,400,453,0.3333333333333333
1638,400,476,0.25
1639,400,1083,1.0
1640,401,41,0.008
1641,402,25,0.14285714285714285
1642,402,212,0.07692307692307693
1643,402,301,0.5
1644,402,582,0.25
1645,402,712,1.0
1646,403,39,0.3333333333333333
1647,403,52,0.07692307692307693
1648,404,456,1.0
1649,404,503,1.0
1650,404,621,0.25
1651,404,720,1.0
1652,404,741,1.0
1653,404,799,0.3333333333333333
1654,404,1223,0.3333333333333333
1655,405,52,0.07692307692307693
1656,405,143,0.2
1657,405,457,1.0
1658,405,713,0.5
1659,405,1226,1.0
1660,405,1429,1.0
1661,406,27,0.07142857142857142
1662,406,400,0.3333333333333333
1663,406,1211,0.3333333333333333
1664,407,460,0.5
1665,408,461,0.5
1666,408,497,0.2
1667,409,462,0.3333333333333333
1668,409,922,0.5
1669,409,1299,1.0
1670,409,1736,1.0
1671,410,464,0.5
1672,410,1306,1.0
1673,411,81,0.5
1674,411,467,1.0
1675,412,41,0.008
1676,412,404,0.5
1677,412,469,0.5
1678,412,691,1.0
1679,412,867,0.5
1680,412,884,0.3333333333333333
1681,412,1030,1.0
1682,412,1382,1.0
1683,413,16,0.043478260869565216
1684,413,539,1.0
1685,414,315,0.5
1686,414,470,1.0
1687,414,1476,1.0
1688,414,1663,1.0
1689,415,346,0.3333333333333333
1690,415,865,1.0
1691,416,469,0.5
1692,416,473,1.0
1693,416,1334,1.0
1694,416,1635,1.0
1695,417,41,0.008
1696,417,446,0.25
1697,417,1329,1.0
1698,418,475,1.0
1699,418,549,0.3333333333333333
1700,418,1432,1.0
1701,419,476,0.25
1702,419,660,0.5
1703,420,262,0.3333333333333333
1704,420,478,1.0
1705,420,639,0.25
1706,420,1069,1.0
1707,420,1740,1.0
1708,421,202,0.25
1709,421,480,0.5
1710,421,531,0.5
1711,421,891,1.0
1712,421,1648,1.0
1713,422,481,1.0
1714,422,1209,0.5
1715,422,1753,1.0
1716,423,482,0.5
1717,423,529,0.5
1718,423,562,1.0
1719,423,903,1.0
1720,423,1471,0.3333333333333333
1721,423,1581,1.0
1722,424,483,1.0
1723,424,594,0.07692307692307693
1724,424,1048,1.0
1725,424,1182,1.0
1726,424,1564,0.5
1727,425,9,0.125
1728,425,570,0.16666666666666666
1729,426,485,0.5
1730,426,973,1.0
1731,427,486,1.0
1732,428,487,0.3333333333333333
1733,429,488,1.0
1734,429,1061,0.5
1735,429,1551,1.0
1736,430,489,1.0
1737,430,1465,1.0
1738,431,41,0.016
1739,431,490,0.3333333333333333
1740,431,498,1.0
1741,431,632,1.0
1742,431,830,1.0
1743,431,1584,1.0
1744,432,491,1.0
1745,432,964,1.0
1746,432,1085,1.0
1747,433,492,1.0
1748,434,493,0.5
1749,434,1262,1.0
1750,434,1559,1.0
1751,434,1605,0.5
1752,435,494,1.0
1753,436,495,1.0
1754,437,496,1.0
1755,437,521,0.5
1756,437,732,0.5
1757,437,1034,0.3333333333333333
1758,437,1173,1.0
1759,437,1492,1.0
1760,438,500,1.0
1761,439,193,0.058823529411764705
1762,439,501,0.2
1763,440,100,0.3333333333333333
1764,440,309,0.3333333333333333
1765,440,648,0.5
1766,440,1046,0.5
1767,440,1221,1.0
1768,440,1448,1.0
1769,440,1521,1.0
1770,441,55,0.5
1771,441,340,0.047619047619047616
1772,441,504,1.0
1773,441,1152,0.5
1774,441,1190,1.0
1775,442,506,1.0
1776,442,1441,0.5
1777,443,507,0.5
1778,444,427,0.5
1779,444,509,0.3333333333333333
1780,445,16,0.043478260869565216
1781,445,366,0.5
1782,445,835,0.14285714285714285
1783,445,888,1.0
1784,445,1061,0.5
1785,445,1101,0.5
1786,446,512,1.0
1787,447,513,0.25
1788,447,704,0.3333333333333333
1789,447,791,1.0
1790,448,514,1.0
1791,448,617,0.3333333333333333
1792,448,717,0.5
1793,448,817,1.0
1794,449,71,0.25
1795,449,515,0.3333333333333333
1796,449,1102,1.0
1797,450,516,1.0
1798,450,608,0.3333333333333333
1799,450,658,1.0
1800,450,697,1.0
1801,450,902,0.25
1802,450,1236,1.0
1803,450,1508,1.0
1804,451,145,0.3333333333333333
1805,451,174,0.2
1806,451,178,0.5
1807,451,518,1.0
1808,451,519,1.0
1809,451,696,1.0
1810,451,742,0.25
1811,451,860,0.5
1812,451,1481,1.0
1813,452,271,0.25
1814,453,27,0.07142857142857142
1815,453,340,0.047619047619047616
1816,453,535,0.09090909090909091
1817,453,828,0.25
1818,453,835,0.14285714285714285
1819,454,48,0.16666666666666666
1820,454,521,0.5
1821,454,1433,1.0
1822,455,523,0.2
1823,456,248,0.3333333333333333
1824,456,1494,1.0
1825,456,1565,1.0
1826,457,525,0.5
1827,457,1435,1.0
1828,458,193,0.058823529411764705
1829,458,331,0.3333333333333333
1830,458,501,0.2
1831,458,668,1.0
1832,458,766,1.0
1833,458,956,0.5
1834,458,1006,0.5
1835,458,1661,1.0
1836,458,1719,1.0
1837,459,7,0.3333333333333333
1838,459,759,1.0
1839,460,9,0.125
1840,460,174,0.2
1841,460,527,1.0
1842,460,663,0.5
1843,461,530,0.3333333333333333
1844,461,915,0.09090909090909091
1845,461,1705,0.5
1846,462,534,1.0
1847,462,986,0.5
1848,463,526,0.3333333333333333
1849,463,535,0.09090909090909091
1850,464,304,0.125
1851,464,536,1.0
1852,464,1003,0.3333333333333333
1853,464,1567,1.0
1854,464,1608,1.0
1855,464,1665,0.3333333333333333
1856,465,193,0.11764705882352941
1857,466,193,0.058823529411764705
1858,466,655,0.5
1859,466,983,1.0
1860,467,279,0.5
1861,468,249,0.125
1862,468,362,0.25
1863,468,725,0.2
1864,468,1215,1.0
1865,469,543,1.0
1866,469,578,1.0
1867,469,1077,0.3333333333333333
1868,469,1707,1.0
1869,470,544,1.0
1870,471,151,0.3333333333333333
1871,471,545,1.0
1872,471,932,0.5
1873,471,1303,0.5
1874,471,1366,1.0
1875,472,222,0.25
1876,472,546,0.5
1877,472,722,0.5
1878,472,1289,0.5
1879,473,548,0.5
1880,474,550,1.0
1881,474,796,0.3333333333333333
1882,475,150,0.2
1883,475,515,0.3333333333333333
1884,475,1211,0.3333333333333333
1885,476,551,0.2
1886,477,41,0.008
1887,478,554,0.3333333333333333
1888,479,340,0.047619047619047616
1889,480,27,0.07142857142857142
1890,481,137,0.2
1891,482,556,1.0
1892,482,1076,1.0
1893,483,27,0.07142857142857142
1894,483,312,0.5
1895,483,592,0.5
1896,483,1096,0.5
1897,483,1256,1.0
1898,483,1339,1.0
1899,483,1422,1.0
1900,483,1686,1.0
1901,484,557,1.0
1902,484,1018,1.0
1903,484,1287,1.0
1904,485,558,0.25
1905,485,1534,0.5
1906,486,559,0.5
1907,486,1148,1.0
1908,486,1259,0.5
1909,486,1326,0.5
1910,486,1353,0.5
1911,486,1743,1.0
1912,487,134,0.1111111111111111
1913,487,212,0.07692307692307693
1914,487,438,0.3333333333333333
1915,487,530,0.3333333333333333
1916,487,596,0.5
1917,487,725,0.2
1918,487,1636,1.0
1919,488,560,0.5
1920,489,27,0.07142857142857142
1921,489,41,0.008
1922,489,453,0.3333333333333333
1923,489,657,1.0
1924,489,679,0.5
1925,489,699,1.0
1926,489,884,0.3333333333333333
1927,489,922,0.5
1928,489,1074,1.0
1929,489,1155,0.5
1930,489,1223,0.3333333333333333
1931,490,90,0.14285714285714285
1932,490,915,0.09090909090909091
1933,491,564,1.0
1934,491,641,0.5
1935,491,838,0.5
1936,491,1025,1.0
1937,491,1345,0.5
1938,492,565,1.0
1939,492,911,1.0
1940,493,568,1.0
1941,493,1075,0.5
1942,493,1202,1.0
1943,493,1311,1.0
1944,493,1396,1.0
1945,493,1485,1.0
1946,494,221,0.5
1947,494,340,0.047619047619047616
1948,494,463,0.5
1949,494,569,1.0
1950,494,857,0.5
1951,494,1556,1.0
1952,495,41,0.008
1953,495,179,0.25
1954,495,573,1.0
1955,496,574,1.0
1956,496,913,1.0
1957,496,1725,1.0
1958,497,41,0.008
1959,497,433,0.3333333333333333
1960,497,575,1.0
1961,497,859,1.0
1962,498,577,0.5
1963,498,594,0.07692307692307693
1964,499,580,1.0
1965,500,212,0.07692307692307693
1966,500,581,1.0
1967,500,763,0.5
1968,500,998,0.2
1969,501,584,1.0
1970,502,41,0.008
1971,502,340,0.09523809523809523
1972,503,588,0.25
1973,503,669,0.5
1974,503,708,0.25
1975,503,767,0.5
1976,503,1447,1.0
1977,503,1449,1.0
1978,503,1765,1.0
1979,504,535,0.09090909090909091
1980,504,589,1.0
1981,504,1723,1.0
1982,505,90,0.14285714285714285
1983,506,40,0.09090909090909091
1984,506,407,0.25
1985,507,84,0.5
1986,507,591,0.3333333333333333
1987,508,552,0.5
1988,508,593,1.0
1989,509,340,0.047619047619047616
1990,509,530,0.3333333333333333
1991,509,704,0.3333333333333333
1992,509,726,0.5
1993,509,790,1.0
1994,509,1131,1.0
1995,509,1219,1.0
1996,509,1327,1.0
1997,509,1353,0.5
1998,509,1389,1.0
1999,509,1514,1.0
2000,509,1633,1.0
2001,510,595,0.3333333333333333
2002,510,1697,1.0
2003,511,597,0.5
2004,512,44,0.25
2005,512,600,1.0
2006,513,601,1.0
2007,513,1060,1.0
2008,513,1586,1.0
2009,514,602,1.0
2010,514,671,0.3333333333333333
2011,514,823,1.0
2012,514,915,0.09090909090909091
2013,514,1403,1.0
2014,514,1535,1.0
2015,514,1735,1.0
2016,515,509,0.3333333333333333
2017,515,604,0.5
2018,515,617,0.3333333333333333
2019,515,811,1.0
2020,515,864,1.0
2021,515,878,0.5
2022,515,1109,0.5
2023,515,1594,1.0
2024,515,1657,1.0
2025,516,101,0.25
2026,516,468,0.3333333333333333
2027,516,1654,1.0
2028,517,15,0.2
2029,517,133,0.5
2030,517,278,0.5
2031,517,453,0.3333333333333333
2032,517,992,0.5
2033,517,1390,1.0
2034,517,1503,1.0
2035,517,1715,1.0
2036,517,1751,1.0
2037,518,608,0.3333333333333333
2038,519,609,1.0
2039,520,232,0.25
2040,520,610,1.0
2041,520,676,0.5
2042,520,680,1.0
2043,520,1114,1.0
2044,520,1153,1.0
2045,521,41,0.008
2046,521,304,0.125
2047,521,611,1.0
2048,521,1195,0.5
2049,521,1258,0.5
2050,521,1338,1.0
2051,521,1360,1.0
2052,522,612,1.0
2053,523,615,1.0
2054,523,1462,1.0
2055,523,1600,1.0
2056,524,92,0.25
2057,524,876,1.0
2058,524,1497,1.0
2059,525,618,1.0
2060,526,304,0.125
2061,526,621,0.25
2062,526,902,0.25
2063,527,130,0.5
2064,527,626,0.3333333333333333
2065,528,628,0.5
2066,529,634,1.0
2067,529,900,1.0
2068,529,1413,1.0
2069,530,528,0.25
2070,530,639,0.25
2071,530,1416,0.5
2072,531,640,0.25
2073,531,1246,0.5
2074,532,115,0.2
2075,532,639,0.25
2076,532,645,1.0
2077,533,193,0.058823529411764705
2078,533,436,0.5
2079,533,1233,1.0
2080,534,41,0.008
2081,534,57,0.3333333333333333
2082,534,690,0.5
2083,534,926,0.5
2084,535,144,0.3333333333333333
2085,535,652,1.0
2086,536,653,1.0
2087,536,975,1.0
2088,537,193,0.058823529411764705
2089,538,656,1.0
2090,539,655,0.5
2091,539,1304,1.0
2092,539,1698,1.0
2093,540,490,0.3333333333333333
2094,541,664,1.0
2095,541,674,0.5
2096,541,725,0.2
2097,541,959,1.0
2098,541,1515,1.0
2099,542,284,0.3333333333333333
2100,542,723,1.0
2101,542,772,0.5
2102,542,1062,0.16666666666666666
2103,542,1471,0.3333333333333333
2104,543,671,0.3333333333333333
2105,544,672,1.0
2106,545,675,1.0
2107,545,1397,0.5
2108,546,52,0.07692307692307693
2109,547,96,0.2
2110,548,684,1.0
2111,548,1764,1.0
2112,549,41,0.008
2113,549,139,0.08333333333333333
2114,549,254,0.5
2115,549,511,0.2
2116,549,685,1.0
2117,549,739,0.5
2118,549,1143,1.0
2119,549,1250,0.5
2120,550,41,0.008
2121,550,687,0.5
2122,551,688,0.5
2123,552,212,0.07692307692307693
2124,553,640,0.25
2125,553,1189,1.0
2126,554,41,0.008
2127,554,594,0.07692307692307693
2128,554,809,0.25
2129,554,878,0.5
2130,554,1110,1.0
2131,555,169,0.3333333333333333
2132,556,419,0.5
2133,556,1152,0.5
2134,557,695,1.0
2135,558,126,0.3333333333333333
2136,559,212,0.07692307692307693
2137,560,181,0.3333333333333333
2138,561,193,0.058823529411764705
2139,562,701,1.0
2140,563,702,0.5
2141,564,704,0.3333333333333333
2142,565,41,0.008
2143,565,705,1.0
2144,566,706,1.0
2145,567,197,0.2
2146,567,725,0.2
2147,567,925,0.3333333333333333
2148,568,711,0.5
2149,569,714,0.5
2150,570,716,1.0
2151,570,818,1.0
2152,570,940,1.0
2153,571,41,0.008
2154,571,240,0.5
2155,571,1469,1.0
2156,571,1626,1.0
2157,572,303,0.5
2158,572,722,0.5
2159,573,297,0.5
2160,573,501,0.2
2161,573,778,0.3333333333333333
2162,573,1103,1.0
2163,574,16,0.043478260869565216
2164,574,748,0.5
2165,574,1137,1.0
2166,575,727,0.5
2167,575,886,0.25
2168,576,41,0.008
2169,576,608,0.3333333333333333
2170,576,730,1.0
2171,576,1016,1.0
2172,576,1138,0.5
2173,576,1356,1.0
2174,577,121,0.2
2175,578,41,0.008
2176,579,501,0.2
2177,579,644,0.5
2178,579,1166,1.0
2179,579,1473,0.5
2180,579,1776,1.0
2181,580,180,0.3333333333333333
2182,580,371,0.5
2183,580,440,0.3333333333333333
2184,580,737,1.0
2185,580,812,0.5
2186,580,1129,0.3333333333333333
2187,580,1250,0.5
2188,580,1459,1.0
2189,581,738,1.0
2190,582,640,0.25
2191,582,740,1.0
2192,582,1595,0.5
2193,582,1651,0.5
2194,583,743,1.0
2195,583,1197,0.3333333333333333
2196,584,162,0.5
2197,585,535,0.09090909090909091
2198,586,90,0.14285714285714285
2199,586,137,0.2
2200,586,170,0.3333333333333333
2201,586,750,0.5
2202,586,834,0.5
2203,586,1310,1.0
2204,586,1771,1.0
2205,587,41,0.008
2206,587,753,1.0
2207,587,796,0.3333333333333333
2208,587,1298,0.3333333333333333
2209,587,1665,0.3333333333333333
2210,588,309,0.3333333333333333
2211,588,758,1.0
2212,589,760,0.5
2213,590,761,0.5
2214,591,41,0.008
2215,591,170,0.3333333333333333
2216,591,763,0.5
2217,591,764,0.5
2218,591,1120,0.25
2219,592,41,0.008
2220,592,1260,0.25
2221,593,41,0.008
2222,593,768,1.0
2223,593,1745,1.0
2224,594,202,0.25
2225,595,770,0.5
2226,595,965,0.5
2227,595,1122,0.5
2228,596,742,0.25
2229,596,773,0.5
2230,597,774,1.0
2231,597,1175,0.5
2232,597,1199,1.0
2233,598,41,0.008
2234,598,250,0.3333333333333333
2235,598,535,0.09090909090909091
2236,598,594,0.07692307692307693
2237,598,1359,1.0
2238,599,777,1.0
2239,599,1162,0.5
2240,600,778,0.3333333333333333
2241,601,779,1.0
2242,602,22,0.3333333333333333
2243,602,780,1.0
2244,603,423,0.16666666666666666
2245,603,1532,0.5
2246,604,781,0.5
2247,604,1227,1.0
2248,605,41,0.008
2249,605,782,1.0
2250,605,1043,1.0
2251,605,1094,1.0
2252,606,144,0.3333333333333333
2253,606,619,0.5
2254,606,785,1.0
2255,607,438,0.3333333333333333
2256,608,12,0.5
2257,608,41,0.008
2258,609,50,0.3333333333333333
2259,609,161,0.25
2260,610,793,1.0
2261,611,252,0.3333333333333333
2262,612,41,0.008
2263,612,795,1.0
2264,612,1247,1.0
2265,613,376,0.5
2266,613,798,0.3333333333333333
2267,613,833,1.0
2268,613,1058,1.0
2269,613,1204,1.0
2270,613,1659,0.5
2271,614,224,0.3333333333333333
2272,614,277,0.5
2273,615,800,1.0
2274,616,431,0.3333333333333333
2275,616,801,1.0
2276,616,1015,0.3333333333333333
2277,617,802,1.0
2278,618,804,0.3333333333333333
2279,619,806,1.0
2280,620,523,0.2
2281,620,808,0.5
2282,620,1509,1.0
2283,621,41,0.008
2284,621,501,0.2
2285,621,598,0.5
2286,621,1474,0.5
2287,621,1542,0.5
2288,621,1570,1.0
2289,622,810,1.0
2290,623,582,0.25
2291,623,714,0.5
2292,623,845,0.5
2293,624,679,0.5
2294,625,443,0.5
2295,625,943,1.0
2296,625,1170,1.0
2297,625,1385,0.5
2298,626,814,1.0
2299,626,924,1.0
2300,626,960,1.0
2301,626,1222,0.3333333333333333
2302,626,1340,0.5
2303,626,1729,1.0
2304,627,41,0.008
2305,627,125,0.5
2306,627,815,1.0
2307,627,967,0.5
2308,627,1295,1.0
2309,628,819,0.5
2310,628,856,0.5
2311,628,910,1.0
2312,628,1145,1.0
2313,629,27,0.07142857142857142
2314,629,825,1.0
2315,630,561,0.5
2316,630,1005,0.5
2317,630,1015,0.3333333333333333
2318,631,9,0.125
2319,631,41,0.008
2320,631,828,0.25
2321,631,1316,0.3333333333333333
2322,632,528,0.25
2323,633,669,0.5
2324,633,1620,1.0
2325,634,829,1.0
2326,635,222,0.25
2327,636,594,0.07692307692307693
2328,637,834,0.5
2329,638,169,0.3333333333333333
2330,638,1314,1.0
2331,639,835,0.14285714285714285
2332,640,249,0.125
2333,640,836,1.0
2334,640,915,0.09090909090909091
2335,641,93,0.125
2336,642,35,0.3333333333333333
2337,642,41,0.008
2338,643,9,0.125
2339,643,711,0.5
2340,643,842,1.0
2341,643,873,1.0
2342,643,1477,1.0
2343,643,1604,1.0
2344,644,570,0.16666666666666666
2345,644,844,1.0
2346,644,856,0.5
2347,645,41,0.008
2348,645,846,1.0
2349,645,1001,1.0
2350,645,1031,0.5
2351,646,197,0.2
2352,647,848,1.0
2353,647,1732,1.0
2354,648,849,1.0
